标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
地铁站六号线 电梯两房 小区大居住舒服,99,15231,南海,2室1厅1卫,65㎡,平层,塔楼,中楼层(共23层),暂无数据,51.17㎡,东南,钢混结构,精装,,有,地铁：6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园、凤鸣洲公园。银行：农业银行、中国银行、建设银行,
糖果三期 高层南向三房 业主自住 保养好 视野好,150,16627,南海,3室2厅1卫,90.22㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,有,商场：永润广场、沙田中*心、华润万家、卜蜂莲花、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场。医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院。市场：草场肉菜市场、洲村市场。银行：工行、建行、中行、农行。,据规划、预计2024年底前小区旁边开通地铁与有轨电车！！！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。
御景湾南向2房 中高层 安静舒适 无贷款过户快,167,18641,南海,2室2厅1卫,89.59㎡,平层,塔楼,中楼层(共49层),暂无数据,70㎡,东南,钢混结构,精装,,有,步行100米可到达广百百货、沙田美食。2公里范围内有永润、金沙汇、永旺梦乐城、国昌广场、万达星港城等大型购物综合体、衣食住行无一,步行100米可到达广百百货、沙田美食。2公里范围内有永润、金沙汇、永旺梦乐城、国昌广场、万达星港城等大型购物综合体、衣食住行无一交通出行：地铁12号线建设中、门口即为公交枢纽站——金名都站、十几条公交路线穿梭广佛、出行便捷
御景湾实用3房、中层望江望花园、南北对流阳光好。,184,20568,南海,3室2厅1卫,89.46㎡,平层,板塔结合,中楼层(共33层),暂无数据,暂无,东南,钢混结构,精装,,有,配套比较完善广百购物广场麦当劳风情街一饭丰顺酒家华润万家便利店广州中医药大学附属金沙洲医院金沙洲社区门诊工商银行农业银行、沙田商场,地铁12号线里横路站直线距离500米、多路公交车线直达广州。
金沙洲 中海金沙里 温馨安静 中高楼层 通风好,255,24034,南海,3室2厅2卫,106.1㎡,平层,塔楼,高楼层(共48层),暂无数据,暂无,东,钢混结构,精装,,有,格局方正、三房两厅两卫、总层48楼、四梯八户、楼龄新环境好。无遮挡采光,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院
楼层好、高层、视野好、直望小区园林、视野开阔,210,21686,南海,3室2厅2卫,96.84㎡,平层,板塔结合,高楼层(共32层),暂无数据,暂无,东南,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站
新荔湾花苑 步梯中层 交通便利 成熟小区 业主诚心出售,27.8,11901,南海,1室0厅1卫,23.36㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,南,框架结构,简装,,,新荔湾幼儿园、沙面幼儿园、沙溪幼儿园!综合商场:多又惠、华润万家、苏宁电器、梁植伟纪念医院银行:中国银行、中国工商银行、中国建设银行、中国农业银行嘉洲广场、万达广场、麦当劳、肯德基、黄岐食街、黄岐步行街,广132路、广789路、广653路、210路、佛230路、佛276路、沥18路、沥07路、等等。沙面新城站：广277路
南向大三房  带小平台  安静看花园,180,15547,南海,3室2厅2卫,115.78㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,南,钢混结构,精装,,有,永润广场、百信广场、家乐福、好又多、永乐电器、国美、苏宁、华润万家、糖果万佳、7-11便利店、卜蜂莲花、国昌新城市广场。,
御景湾大两房 看花园看江 户型方正,208,23530,南海,2室2厅1卫,88.4㎡,平层,塔楼,低楼层(共58层),暂无数据,暂无,西南,钢混结构,精装,,有,区四周配套比较完善广百购物广场麦当劳风情街一饭丰顺酒家华润万家便利广州中医药大学附属金沙洲医院金沙洲社区门诊工商银行农业银行、沙田商场,小区配备有恒大的专属楼吧、与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。公交：974、里10、广夜91、广657等等。其中974、广657和里07公交车可快速到小区配备有恒大的专属楼吧、与金沙洲大桥、内环路相接、环城高速、广佛高速..
房子满两年 低层南向望江大四房  户型方正,420,32249,南海,4室2厅2卫,130.24㎡,平层,暂无数据,低楼层(共26层),暂无数据,暂无,南,钢混结构,精装,,有,距离万达广场、国昌广场、金柏天地等大型购物广场只有2公里、里地铁口3.4公里、步行100m有公交接驳。,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线?公交：广277.广夜58（沙面新城站）??等等20条线接驳广州东站天河城珠江新城北京路
时代水岸二期 高层望江户型 精装修保养好 诚意出售,450,31776,南海,4室2厅2卫,141.62㎡,平层,塔楼,中楼层(共50层),暂无数据,暂无,西南,钢混结构,精装,,有,门口就有银行.大型市场.KTV.酒店.餐饮.等可满足日常需求、另外距离万达广场、国昌广场、金柏天地等大型购物广场只有2公里,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线公交：广277.广夜58（沙面新城站）等等20条线接驳广州东站天河城珠江新城北京路
不爬坡三房两卫  39栋位置好  能看江,170,18744,南海,3室2厅2卫,90.7㎡,平层,板塔结合,高楼层(共45层),暂无数据,暂无,东南,钢混结构,精装,,有,步行100米可到达广百百货、沙田美食。2公里范围内有永润、金沙汇、永旺梦乐城、国昌广场、万达星港城等大型购物综合体、衣食住行无一,步行100米可到达广百百货、沙田美食。2公里范围内有永润、金沙汇、永旺梦乐城、国昌广场、万达星港城等大型购物综合体、衣食住行无一交通出行：地铁12号线建设中、门口即为公交枢纽站——金名都站、十几条公交路线穿梭广佛、出行便捷
金沙里大三房一线望江  楼层好 装修保养好,245,23088,南海,3室2厅2卫,106.12㎡,平层,塔楼,中楼层(共48层),暂无数据,暂无,东北,钢混结构,简装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院
时代糖果一期 南向四房两卫 单边位 视野宽阔 满五,243,16473,南海,4室2厅2卫,147.52㎡,平层,塔楼,中楼层(共14层),暂无数据,暂无,南,钢混结构,精装,,有,商场：永润广场、沙田中*心、华润万家、卜蜂莲花、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场。医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院。市场：草场肉菜市场、洲村市场。银行：工行、建行、中行、农行。,据规划、预计2024年底前小区旁边开通地铁与有轨电车！！！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。
时代水岸一期 精装修保养好 配套齐全 地理位置好,196,23615,南海,3室2厅1卫,83㎡,平层,塔楼,中楼层(共34层),暂无数据,暂无,北,钢混结构,精装,,有,门口就有银行.大型市场.KTV.酒店.餐饮.等可满足日常需求、另外距离万达广场、国昌广场、金柏天地等大型购物广场只有2公里,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线公交：广277.广夜58（沙面新城站）等等20条线接驳广州东站天河城珠江新城北京路
中海金沙湾南向3房、南北通透、采光充足、诚心放卖,278,22471,南海,3室2厅2卫,123.72㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,南北,钢混结构,简装,,有,农业银行、工商银行、中国银行、招商银行、建设银行广州中医药大学附属骨伤科门诊部、黄岐医院、金铂天地、万达广场、万益广场、好又多、宏城、百佳、嘉和、卜峰莲花,小区门口交通便利、地铁：沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路
金沙湾B区精装3房、带入户花园、高楼层、视野开阔,251,21227,南海,3室2厅2卫,118.25㎡,平层,塔楼,中楼层(共33层),暂无数据,99.07㎡,西南,钢混结构,精装,,有,幼儿园：慧思中英文幼儿园、藤幼儿园、正平幼儿园、松南幼儿园商场：国昌广场、万达广场、永旺梦乐城、红星美凯龙医院：广州中医医药附属医院、黄岐医院,小区门口交通便利、地铁：沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路
此房业主自住、保养好、高层三房望花园 诚心卖房,205,21620,南海,3室2厅2卫,94.82㎡,平层,塔楼,高楼层(共29层),暂无数据,暂无,北,钢混结构,精装,,有,门口就有银行.大型市场.KTV.酒店.餐饮.等可满足日常需求、另外距离万达广场、国昌广场、金铂天地等大型购物广场只有2公里,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线公交：广277.广夜58（沙面新城站）等等20条线接驳广州东站天河城珠江新城北京路
金沙里  中间楼层小三房 产权清晰看房方便,220,24653,南海,3室2厅1卫,89.24㎡,平层,塔楼,中楼层(共38层),暂无数据,暂无,西北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站。
望江户型 3房2厅 通风明亮 过五年 唯一,248,23178,南海,3室2厅2卫,107㎡,平层,塔楼,中楼层(共48层),暂无数据,暂无,西南,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站。房主自荐(业主对房源的描述)
中层望江   满五唯一   产权清晰   无欠款,224.9,21193,南海,3室2厅2卫,106.12㎡,平层,塔楼,中楼层(共48层),暂无数据,暂无,东北,钢混结构,精装,,有,金沙洲菜市场、洲村菜市场、里水影城、浔峰山公园、里水医院、广州中医药大学附属医院金沙洲医院。,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站房主自荐(业主对房源的描述)
中海金沙湾B区南向3室、简欧风格、拎包入住,248,25094,南海,3室2厅1卫,98.83㎡,平层,塔楼,高楼层(共33层),暂无数据,83.23㎡,西南,钢混结构,简装,,有,小区优雅舒适、绿化好、楼距宽广大、人车分流、有三个游泳池、健身设施完善、中海大型开发商、中海物业管理有限公司、教育机构完善幼儿园：慧思中英文幼儿园、藤幼儿园、正平幼儿园、松南幼儿园商场：国昌广场、万达广场、永旺梦乐城、红星.,小区门口交通便利、地铁：沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路
万科四季花城 复式两层  带大露台  东南向,250,22907,南海,4室2厅3卫,109.14㎡,错层,板楼,高楼层(共6层),暂无数据,98.08㎡,东南,钢混结构,精装,,,万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园。银行：农业银行、民生银行、中国银行、建设银行商场,地铁6号线276路、283路、12路、高峰30路万科四季花城常年青山绿水百花争放全年无黄真正的花园小区!
单边位！房子保养好、业主诚心出售！,133,15288,南海,3室2厅1卫,87㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,南,钢混结构,精装,,有,商场：永润广场、沙田中*心、华润万家、卜蜂莲花、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场。医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院。市场：草场肉菜市场、洲村市场。银行：工行、建行、中行、农行,据规划、预计2024年底前小区旁边开通地铁与有轨电车！！！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。小区介..
时代糖果一期92平高层3房、业主诚心出售,143,15578,南海,3室2厅1卫,91.8㎡,平层,塔楼,高楼层(共18层),暂无数据,76.55㎡,东北,钢混结构,精装,,有,商场：永润广场、沙田中*心、华润万家、卜蜂莲花、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场。医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院。市场：草场肉菜市场、洲村市场。银行：工行、建行、中行、农行。,据规划、预计2024年底前小区旁边开通地铁与有轨电车！！！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。
保利锦上 房价含车位 电梯中高层 业主诚心出售,388,33334,南海,4室2厅2卫,116.4㎡,平层,暂无数据,中楼层(共23层),暂无数据,暂无,南北,未知结构,精装,,,,
东南向中高楼层、业主自住保养好、满二税费低、诚售,203,22308,南海,3室2厅2卫,91㎡,平层,板塔结合,中楼层(共45层),暂无数据,暂无,东南,钢混结构,精装,,有,广百商场、家乐福、好又多、永乐电器、国美、苏宁、华润万家、糖果万佳、7-11便利店、卜蜂莲花、国昌新城市广场。,交通出行：与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。公交：974、里10、广夜91、广657、等。其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站
金沙洲 岐海苑 电梯4房两卫、精装中高层 近市场有车位,242,17162,南海,4室1厅2卫,141.01㎡,平层,塔楼,中楼层(共16层),暂无数据,暂无,南,钢混结构,精装,,有,出小区南门50米即到海北市场。。1公里内有万达广场、金沙洲金铂天地、国昌广场、南方医院泰成逸院、海北和伯奇学校、、两公里内还有嘉州广场、凯德广场、宏威步行街、南海区第六人民医院等.,小区门口的公交站、有广205路、广277路、广653789、佛276、佛210路等、6站到沙贝、横沙地铁站、在建的广佛大桥明年通车、4公里直达荔湾坦尾、中山八1.3公里可到广州环城和广佛高速。
中海金沙湾A区 东南向大三房 业主诚意出售！,260,19169,南海,3室2厅2卫,135.64㎡,平层,板塔结合,低楼层(共33层),暂无数据,112.47㎡,南,钢混结构,精装,,有,农业银行、工商银行、中国银行、招商银行、建设银行广州中医药大学附属骨伤科门诊部、黄岐医院、金铂天地、万达广场、万益广场、好又多、宏城、百佳、嘉和、卜峰莲花,小区门口交通便利、地铁:沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路。
时代糖果  精品两房  安静看山,125,16590,南海,2室1厅1卫,75.35㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,南,钢混结构,精装,,有,永润广场、百信广场、家乐福、好又多、永乐电器、国美、苏宁、华润万家、糖果万佳、7-11便利店、卜蜂莲花、国昌新城市广场。,
高楼层、南北对流、产权清晰、无欠款。,559,29894,南海,4室2厅2卫,187㎡,平层,塔楼,高楼层(共33层),暂无数据,暂无,南,钢混结构,精装,,有,万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园。银行：农业银行、民生银行、中国银行、建设银行,小区大门口公交总站、1200米地铁6号线沙贝站、便民车5分左右到达、距离500米左右、沈海高速、广佛环城、1500米左右广清高速、小区门口广佛大桥即将通车、出省跨区交通很便利。
此房满五唯一  精装修 安静望花园 看房方便 免个税,189,21127,南海,3室2厅1卫,89.46㎡,平层,板塔结合,中楼层(共33层),暂无数据,暂无,东南,钢混结构,精装,,有,小区的开发商是恒大、物业管理也是自己的物业公司（金碧物业）、24小时有保安管理、绿化30%、环境优越。,小区配备有恒大的专属楼吧、15分一趟接驳地铁站。小区侧门连接里广路、公交站（金名都）站、有里07等
万科四季花城 近广州 金沙洲 户型方正 业主诚心出售,169,19177,南海,3室2厅1卫,88.13㎡,平层,板塔结合,中楼层(共6层),暂无数据,暂无,东南,框架结构,精装,,,广州地铁6号线、12号线（在建）。商场:万达、永旺、广百、金箔、星港城、永润。医院：金沙洲医院、黄岐医院、四季花城诊所、沙溪卫生服务站。公园：里水花卉世界、浔峰山公园、伯奇公园、金沙洲江滨公园。银行：农业银行、民生银行、中国银行,拥有属于万科四季花城公交总站12路、276路、283路、790路、广高峰快线30号地铁：地铁6号线浔峰岗A出口2、3公里沈海高速泌冲高速路口横沙高速路口
金沙洲 恒大金名都 温馨安静 通风彩光好,165,20625,南海,3室2厅1卫,80㎡,平层,板塔结合,低楼层(共45层),暂无数据,暂无,东南,钢混结构,精装,,有,饮食购物：小区旁边就是大型购物商城广百百货、大型美食场所沙田中心、肯德基麦当劳星巴克等；公园：浔峰山公园、滨江公园医院：广州中医药大学附属医院银行：中国银行、工商银行、建设银行、农业银行、农商银行一应俱全,小区门口就有公交车站、去广州6号线地铁浔峰岗站、在建的12号线里横路站约两年后通车、三个站、有里07、广231、974等车线高速路口：沙贝站、泌冲站、里水佛山一环段
此房161方南北一楼复试采光通风好前后花园、产权清晰,465,28882,南海,5室2厅3卫,161㎡,错层,塔楼,低楼层(共31层),暂无数据,暂无,南北,钢混结构,精装,,有,永润广场、百信广场、家乐福、好又多、永乐电器、国美、苏宁、华润万家、糖果万佳、7-11便利店、卜蜂莲花、国昌新城市广场,地铁：12号线、6号线、有轨电车。公交车：直通社区、途经线路有213路、257路、259路、289路、290路、夜16路、12路、276路、283路、高峰30、55路、974路。里07路、里07B路
金名都  产权清晰  有钥匙随时看房,160,20157,南海,2室2厅1卫,79.38㎡,平层,板塔结合,低楼层(共32层),暂无数据,暂无,东,钢混结构,精装,,有,饮食：麦当劳、金汇景海鲜酒家、湘村馆、金沙喜宴大酒楼等；二、商场：广百百货、华润万家、永旺梦乐城；三、公园：浔峰山森林公园、滨江公园；四、医院：金沙洲首家三甲-广州中医药大学附属医院。,小区门口有金名都公交车站、去广州6号线地铁浔峰岗站、三个站、有里07、广231、974等车线高速路口：沙贝站、泌冲站、里水佛山一环段。
中海金沙湾B区大三房东南向 业主诚意出售,320,25195,南海,3室2厅2卫,127.01㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东南,钢混结构,精装,,有,,小区门口交通便利、地铁：沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路
新荔湾花园 满五唯一 装修保养好 环境舒适 交通方便,80,10527,南海,2室1厅1卫,76㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,南,钢混结构,精装,,,新荔湾幼儿园、沙面幼儿园、沙溪幼儿园!综合商场:多又惠、华润万家、苏宁电器、梁植伟纪念医院银行:中国银行、中国工商银行、中国建设银行、中国农业银行嘉洲广场、万达广场、麦当劳、肯德基、黄岐食街、黄岐步行街,广132路、广789路、广653路、210路、佛230路、佛276路、沥18路、沥07路、等等。沙面新城站：广277路
带入户花园大两房  高层视野开阔,180,19473,南海,2室1厅1卫,92.44㎡,平层,塔楼,高楼层(共33层),暂无数据,暂无,东南,钢混结构,精装,,有,小区旁边就是大型购物商城广百百货、大型美食场所沙田中心、肯德基麦当劳星巴克等；公园：浔峰山公园、滨江公园医院：广州中医药大学附属医院银行：中国银行、工商银行、建设银行、农业银行、农商银行一应俱全,地铁12号线建设中、门口即为公交枢纽站——金名都站、十几条公交路线穿梭广佛、出行便捷
西区近大门、近地铁口、免爬坡、业主换房急卖,230,23959,南海,3室2厅2卫,96㎡,平层,板塔结合,中楼层(共45层),暂无数据,暂无,东北,钢混结构,精装,,有,广百商场、沙田广场、港汇城、华润万家、佳、7-11便利店、卜蜂莲花、永润广场。,与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。公交：974、里10、广夜91、广657、等。其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站
山脚不爬坡  满五唯一  无欠款,179,22468,南海,2室2厅1卫,79.67㎡,平层,板塔结合,低楼层(共26层),暂无数据,暂无,北东,钢混结构,精装,,有,本小区旁边有广百百货、沙田广场、永润广场、万达广场、国昌新城市、广州中医药大学金沙洲医院。,离广州地铁浔峰岗地铁站3个公交站、距离1.7公里、途径公交有里07、231路公交车。广州12号线地铁站（在建）距离本小区300米
时代水岸一期 望江户型 精装修保养好 房子满五唯一,168,20471,南海,3室2厅1卫,82.07㎡,平层,塔楼,高楼层(共34层),暂无数据,暂无,北,钢混结构,精装,,有,门口就有银行.大型市场.KTV.酒店.餐饮.等可满足日常需求、另外距离万达广场、国昌广场、金柏天地等大型购物广场只有2公里,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线公交：广277.广夜58（沙面新城站）等等20条线接驳广州东站天河城珠江新城北京路
楼梯一楼带花园 前后小区中间位置  安静舒适,290,26589,南海,3室2厅1卫,109.07㎡,平层,板楼,低楼层(共6层),暂无数据,暂无,西南,钢混结构,简装,,有,万达、金铂、永旺、广百等大型广场。有广附、华侨、中大附属外语、金沙、泌冲、海北等。金沙、黄岐职校、横沙、城西、四季花城等幼儿园。中国、民生、工商、建设等银行。横沙卫生站、荔湾区门诊部、金沙洲、黄岐医院。还配有健身房、蓝球场、游泳馆等。,小区大门口就是公交车站、地铁6号线、公交车276路、283路、12路、高峰30路、有去往广州以及佛山的各路公交车、广佛高速、环城高速、四通八达、交通便利。
糖果二期 三房中高层 望花园景观好 业主诚意出售,142,16322,南海,3室2厅1卫,87㎡,平层,塔楼,中楼层(共17层),暂无数据,暂无,东,钢混结构,其他,,有,商场：永润广场、沙田中*心、华润万家、卜蜂莲花、广百百货、金沙国际广场、金铂天地、万达广场、国昌新城市广场。医院：广州中医药大学金沙洲医院、南海仁和中医院、南方医科大学南海医院。市场：草场肉菜市场、洲村市场。银行：工行、建行、中行、农行。,据规划、预计2024年底前小区旁边开通地铁与有轨电车！！！公交：231、974、里07、里10、广夜91、广657等等、其中974、广657和里07公交车可快速到达地铁6号线浔峰岗站。与金沙洲大桥、内环路相接、环城高速、广佛高速、佛山一环快速连接珠三角。
新荔湾花苑 房子过五年税费低 采光充足 诚心出售,160,13676,南海,4室2厅2卫,117㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,东南南,钢混结构,简装,,有,新荔湾幼儿园、沙面幼儿园、沙溪幼儿园!综合商场:多又惠市、华润万家、苏宁电器、梁植伟纪念医院银行:中国银行、中国工商银行、中国建设银行、中国农业银行嘉洲广场、万达广场、麦当劳、肯德基、黄岐食街、黄岐步行街,广132路、广789路、广653路、210路、佛230路、佛276路、沥18路、沥07路、等等。沙面新城站：广277路
业主急售 满五唯一产权清晰高层望江,205,21257,南海,3室2厅2卫,96.44㎡,平层,塔楼,高楼层(共50层),暂无数据,暂无,西北北,钢混结构,精装,,有,万达广场、国昌新城市广场、海北广场、嘉州广场、金沙童话王国、梦车小镇（招商中）、宝轮海鲜市场、、金沙大都汇、有农商银行、中国农业银行,有广州环城高速、广佛高速、沈海高速广州支线广佛新干线?公交：广277.广夜58（沙面新城站）等等20多条线接驳广州东站天河城珠江新城北京路
东南向、无欠款、采光好、视野开阔,115,15804,南海,2室2厅1卫,72.77㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,南,钢混结构,精装,,有,小区门口就是公交后站、距离地铁6号线总站浔峰岗2公里、3公里内有：金沙洲永旺梦乐城万达广场广百百货喜来登酒店等等小区内配套齐全、一切皆有、不用外出就可以购买生活之需,小区东南门口就是公交总站、可直达6号线浔峰岗地铁站及广州天河体育中心、小区南门口就是沈海高速入口
中海金沙湾A区 中间楼层 采光通透,190,22212,南海,2室2厅1卫,85.54㎡,平层,板塔结合,高楼层(共33层),暂无数据,暂无,北南,钢混结构,精装,,有,农业银行、工商银行、中国银行、招商银行、建设银行广州中医药大学附属骨伤科门诊部、黄岐医院、金铂天地、万达广场、万益广场、好又多、宏城、百佳、嘉和、卜峰莲花,小区门口交通便利、地铁:沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路。
此房格局方正、格局通透、楼层好、视野开阔、配套齐全,270,25443,南海,3室2厅2卫,106.12㎡,平层,塔楼,高楼层(共48层),暂无数据,暂无,东北,钢混结构,精装,,有,,中海金沙里小区楼下有多路公交站通往广州和佛山：里07、231、657、佛沥182等、2站公交车到浔峰岗地铁站、5站到火车站
金名都2房  望花园 诚意出 南北对流,155,19375,南海,2室1厅1卫,80㎡,平层,板塔结合,低楼层(共45层),暂无数据,暂无,西西北,钢混结构,简装,,有,饮食：麦当劳、金汇景海鲜酒家、湘村馆、金沙喜宴大酒楼等；二、商场：广百百货、华润万家、永旺梦乐城；三、公园：浔峰山森林公园、滨江公园；四、医院：金沙洲首家三甲-广州中医药大学附属医院。,小区门口有金名都公交车站、去广州6号线地铁浔峰岗站、1~2个站、有里07、广231、974等车线高速路口：沙贝站、泌冲站、里水佛山一环段。2023年还有广州12号线地铁在小区旁开通、实现广佛同城！
时代水岸三期大四房 房价含车位  一线江景房,487,36894,南海,4室2厅2卫,132㎡,平层,暂无数据,中楼层(共26层),暂无数据,暂无,南,钢混结构,精装,,有,门口就有银行.KTV.酒店.餐饮.等可满足日常需求、另外距离万达广场、国昌广场、金柏天地等大型购物广场只有2公里、里地铁口3.4公里、步行100m有公交接驳。,小区楼下有便民车到沙贝地铁站门口也有公交车到达广州环城高速、广佛高速、沈海高速广州支线广佛新干线?公交：广277.广夜58（沙面新城站）??等等过20条线接驳广州东站天河城珠江新城北京路
此房满五年、中间楼层、望园林  采光通透！,265,20113,南海,3室2厅2卫,131.76㎡,平层,板塔结合,中楼层(共33层),暂无数据,暂无,北,钢混结构,精装,,有,幼儿园：慧思中英文幼儿园、藤幼儿园、正平幼儿园、松南幼儿园商场：国昌广场、万达广场、永旺梦乐城、红星美凯龙医院：广州中医医药附属医院、黄岐医院,小区门口交通便利、地铁：沙贝地铁站A2口、沙贝地铁站A1口、小区门口是金沙湾汽车总站、途经线路包括205路、283路、夜54路、42路、424路、429路、429A路、885路。
此房户型方正、中高楼层采光通风性好,135,15415,南海,3室1厅1卫,87.58㎡,平层,板楼,高楼层(共6层),暂无数据,77.44㎡,南,钢混结构,精装,,,小区门口就是公交总站、距离地铁6号线总站浔峰岗3公里、2公里内有：金沙洲永旺梦乐城万达广场广百百货金柏天地广场红星美凯龙维也纳酒店等等小区内配套齐全、一切皆有、不用外出就可以购买生活之需、健身房、球场、游泳馆。,小区大门口就是公交车总站、地铁6号线12号线、公交车276路、283路、12路、高峰30路、有去往广州以及佛山的各路公交车、广佛高速、环城高速、四通八达、交通便利。
南向3+1户型、产权清晰无按揭、采光好、装修保养好,195,15156,南海,3室2厅2卫,128.67㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,有,公交车：直通社区、途经线路有213路、257路、259路、289路、290路、夜16路、12路、276路、283路、高峰30、55路、974路。里07路、里07B路,
白天鹅花园 带天台花园 改三房 装修好 拎包入住,125,15433,南海,2室1厅1卫,81㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南北,钢混结构,简装,,有,海北综合市场、沙溪市场、国昌新城市广场、万达广场、永旺梦乐城、金铂天地、新荔湾幼儿园、沙面新城幼儿园.,210路、佛230路、佛276路、沥07路、沥18路、沥07路、沥18路、广277、广205、789等
