标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
南沙晴海岸南北对流采光视野好楼下滨海绿道 望江景,129,15092,南沙,3室2厅1卫,85.48㎡,平层,塔楼,低楼层(共22层),暂无数据,68.58㎡,西南,钢混结构,精装,,有,小区去天后宫大概2公里左右、周末可以去度假、1.5公里有南沙旧镇、购物娱乐近。小区也有小CHAO市、买菜生活用品很方便。出门就是南沙海滨绿道、早晚运动散步观海好生活,小区门口就是多路公交车站、距离地铁4号线南横站500米、出行方便
滨海新城 二期南向三房 少有户型在卖 诚心放卖,154,17447,南沙,3室2厅1卫,88.27㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,南,钢混结构,其他,,有,小区生活配套浓郁、今州广场、华汇广场、奥园金莎广场、奥园中环广场、金洲农贸市场、南沙城商圈、蕉门公园、南沙三甲医院等。,小区门口有两个公交车站、4个站左右可以到地铁四号线金洲地铁站、可到广州市区、南沙客运港方向、多个共享单车停放点。
小区绿化好、近18罗汉山、小区内设地下停车场、,90,9382,南沙,3室2厅1卫,95.93㎡,平层,塔楼,低楼层(共18层),暂无数据,80.17㎡,东北,钢混结构,简装,,有,此小区位于镇政府旁边、配套完善、小区旁就有一个全民健身的场所设施、像医院、市场、广场、银行、菜市场都一一具有,
阳光城丽景湾·澜悦 4室2厅 南,198,17444,南沙,4室2厅2卫,113.51㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,南,钢混结构,其他,,有,,
阳光城悦然府 高层东南向 大三房 景观开阔,150,17879,南沙,3室2厅1卫,83.9㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,东南,钢混结构,精装,,有,交通配套距离4号线金洲1公里可以去到市区西门门口有公交站点南63路南4路南8路楼下有公立凤凰花悦然府金沙路星河cocopark大型商叶综合体、旁边就是蕉门河公园,
全新装修、小高层南北对流户型、,800,50315,南沙,4室1厅2卫,159㎡,平层,板塔结合,低楼层(共9层),暂无数据,暂无,东南,钢混结构,精装,,有,,地铁、公交、游轮、客运等等、出行方便快捷、100米距离不到、很方便、想去哪里都行。
南沙湾御苑三房两卫、通透采光好、次新房保养好中楼层,200,20534,南沙,3室2厅2卫,97.4㎡,平层,板楼,中楼层(共17层),暂无数据,79.44㎡,东南,钢混结构,其他,,有,南沙湾板块、扼守狮子洋、坐拥南沙湾好看配套、环境优美植被率高、也有chao市和生鲜市场可以满足日常生活所需,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁：2.8公里到南沙客运港站（4号线起点站）公交:南沙18南沙19南沙53
越秀滨海新城 4室2厅 东南,210,19031,南沙,4室2厅2卫,110.35㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东南,钢混结构,其他,,有,,
滨海新城 三房两卫全新未入住 高层视野好,140,14861,南沙,3室2厅2卫,94.21㎡,平层,塔楼,高楼层(共33层),暂无数据,暂无,北,钢混结构,其他,,有,小区生活配套浓郁、今州广场、华汇广场、奥园金莎广场、奥园中环广场、金洲农贸市场、南沙城商圈、蕉门公园、南沙三甲医院等。,
南沙碧桂园四房、南向 采光通风好、精装修保养好,185,12095,南沙,4室1厅2卫,152.96㎡,平层,板塔结合,高楼层(共11层),暂无数据,暂无,东南,钢混结构,简装,,有,车站有8条公交线、小区近校港湾小。1.8公里到金洲地铁站1公里内有菜市场、华汇购物商场、长隆港医院、公,
蕉门河旁 户型方正视野开阔 看小区花园安静 滨海悦城,260,21758,南沙,3室1厅2卫,119.5㎡,平层,板塔结合,中楼层(共31层),暂无数据,暂无,南,钢混结构,精装,,有,近金洲、蕉门地铁站、蕉门河公园、碗达广场、风信子广场、板头市场、水岸广场、星河cocopark、医疗有南沙人民医院、妇女儿童医院、中山医等,距离金洲地铁站600米、蕉门河公园1公里、小区楼下就有公交站可达南沙各个区域、一站地铁到蕉门公交总站、还可直达白云机场、广州南站、深圳机场等各大交通枢纽站、出行便捷节省时间
低密度户型方正、楼下湾实、业主急卖,215,21490,南沙,3室2厅2卫,100.05㎡,平层,塔楼,低楼层(共28层),暂无数据,72.62㎡,南,钢混结构,精装,,有,,楼下公交车站通往横沥地铁18号线有5.5公里灵山岛江边公园、休闲、运动、观景的好去处。
裕兴花园两房、产权清晰、手续简单、空置状态、能装成三房,63,6696,南沙,2室2厅1卫,94.09㎡,平层,板楼,高楼层(共8层),暂无数据,暂无,南,钢混结构,简装,,,有多个C市和广场：大润发、华汇广场、今洲广场等、医院：金洲医院、南沙医院等、金洲商圈、交通出行方便。,出行方便、步行可以到达两个公交车站、坐公交车都可以到达金洲地铁站
对流户型、业主诚意出、提前约、随时可看,250,19991,南沙,3室1厅2卫,125.06㎡,平层,板楼,高楼层(共23层),暂无数据,暂无,东,钢混结构,精装,,有,配套齐全完善幼儿元就在楼下、1公里中小初全齐距离三甲医院1.2公里环宇城商城就在隔壁50米多个公园在旁边,
南沙保利南怡湾 2室2厅 北,86,11463,南沙,2室2厅1卫,75.03㎡,平层,塔楼,低楼层(共29层),暂无数据,暂无,北,钢混结构,精装,,有,,
南北对流双阳台 三房两卫 好楼层 业主诚心出,182,18723,南沙,3室2厅2卫,97.21㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,南,钢混结构,精装,,有,距离方达广场、星河COCOPRark两大购物商圈1km、图书馆、儿童公园、蕉门河出门步行可达、蕉门、金州双地铁约1.3km、小区旁边各种商店林立、生活方便,小区门口有公交站、2公里内到达金州地铁站、离番禺、中山、深圳、40公里公里范围内
此房精装3房、装修保养好、业主诚意卖、看房方便,180,19326,南沙,3室2厅1卫,93.14㎡,平层,塔楼,低楼层(共39层),暂无数据,71.8㎡,东北,钢混结构,其他,,有,有南沙客运港南沙大酒店华师广州二忠南沙天后宫蒲州花园滨海公园邮轮母港,该小区位于南沙客运港、地铁口、附近有南沙客运港、国际邮轮母港、交通便利。景点丰富、南沙游艇会、黄山鲁森林公园、天后宫、南沙大酒店、南沙高尔夫球场等等
叠翠峰中高层全屋定制装修保养好采光佳,152,20667,南沙,2室1厅1卫,73.55㎡,平层,板楼,中楼层(共31层),暂无数据,暂无,北,钢混结构,精装,,有,小区是位于区政府板块被三公园围绕的自然景观优美自带综合体悠方购物广场以及一贯制的SB、步行可达蕉门地铁站生活配套一应俱全,
蕉门东悦湾一期南向看花园静谧三房6米阳台包家私电器,280,25340,南沙,3室2厅2卫,110.5㎡,平层,塔楼,低楼层(共33层),暂无数据,88.65㎡,南,钢混结构,精装,,有,一公里范围内有广州市妇幼保健院南沙院区、蕉门河公园、聚星桥、蕉门地铁站、蕉门公交总站、华师系15年一站式配套、星河cocopark大型商场,星河东悦湾小区旁边、有广州地铁四号线蕉门站、出行方便、蕉门公交总站、有30多个班次通勤南沙区内、番禺区、天河区等、更有机场快线快速到达广州白云机场、深圳宝安机场、可快速通达深圳市、中山市、珠海市等
区府板块 龙光棕榈水岸南区113方 四房望花,195,17245,南沙,4室2厅2卫,113.08㎡,平层,板塔结合,低楼层(共18层),暂无数据,93.75㎡,南,钢混结构,其他,,有,配套有环宇城购物广场各悠方天地广场、楼下就是蕉门河景观各凤凰湖公园、小区有公立幼儿园南沙二幼龙光,
湾区金融城次新房全新未入住 金融岛三房 业主诚心放卖,258,28789,南沙,3室2厅2卫,89.62㎡,平层,暂无数据,中楼层(共32层),暂无数据,72.42㎡,北,钢混结构,精装,,,,离广州地铁18号线200米门口有多条公交车到达全城公交到达深圳
房子满五唯一、精装修保养好、墙壁洼澡泥并带有印花！,280,22713,南沙,3室2厅2卫,123.28㎡,平层,塔楼,中楼层(共23层),暂无数据,暂无,南,钢混结构,精装,,有,楼下就有钱大妈、美宜佳、小型肉菜市场、药店、餐厅、1500米到达南沙医院！,门口就有公交车、可以到达南沙各地、东门600米到达飞沙角地铁口、5个站到达庆盛高铁站！
南向三房两卫、家具家电齐全、拎包入住、带车位华附,148,15161,南沙,3室2厅2卫,97.62㎡,平层,塔楼,低楼层(共17层),暂无数据,77.93㎡,南,钢混结构,精装,,有,项目所在的南沙湾板块配套丰富离地铁口500米有华师英东天元等南沙客运港地铁站邮轮母港南沙大酒店南沙游艇会南沙邮轮母港地理位置便利集半小时国际都市群生活圈蜚声海内外的南沙天后宫海景五星酒店南沙大酒店花园酒店,
海语熙岸 旁边环宇城 北向安静小三房 高楼层视野好,215,23648,南沙,3室2厅1卫,90.92㎡,平层,暂无数据,高楼层(共32层),暂无数据,暂无,北,钢混结构,其他,,,,小区有一期凤凰大道有公交站、南沙20、31、5、G5、G4线停靠南门站；南沙12、53、南B1线停靠北门站、交通方便。坐公交车一站就能到达蕉门地铁站、2站能到横沥地铁站
明珠湾三房 看房有钥匙 户型方正 小区成熟,170,16347,南沙,3室2厅2卫,104㎡,平层,塔楼,中楼层(共21层),暂无数据,暂无,南,钢混结构,其他,,有,：18号横沥地铁站、弯顷沙地铁站2公里中山大学附属医院2公里广东省中医院1公里,
区府蕉门大3房南向中间楼层户型方正通风采光好,178,18306,南沙,3室2厅1卫,97.24㎡,平层,板塔结合,中楼层(共18层),暂无数据,暂无,南,钢混结构,精装,,有,小区出东门就是蕉门河公园、离某达广场和蕉门地铁站1公里左右。,
丰庭高层、景观视野好、装修休养佳、看房方便,92,11221,南沙,2室1厅1卫,81.99㎡,平层,板楼,高楼层(共15层),暂无数据,暂无,东南南,钢混结构,精装,,有,小区东边是板头农贸市场、南边是南沙医院（三级甲等）、北边是广州地铁4号线金洲、西边是某达广场,小区东门出口300米就是金洲地铁站、离某达广场大概500米左右、小区内自带省级幼儿园南沙幼儿园。小区东西南北4个大门有大量的公交接驳线路、出门方便
阳光城悦然府 南北对流 双阳台  税费少,210,19259,南沙,4室2厅2卫,109.04㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,南北,钢混结构,精装,,有,休闲娱乐：小区距离蕉门河公园600m、饭后散步、锻炼跑步、欣赏风景好去处小区距离达广场、星河CoCopark800m、逛街、购物、吃饭都很方便交通：小区距离蕉门地铁站1.6KM、走路、骑车、公交都可以轻松接驳,
对流3房2卫（阳光城）小高层.带精装,150,15212,南沙,3室2厅2卫,98.61㎡,平层,塔楼,低楼层(共9层),暂无数据,82.31㎡,东南,钢混结构,其他,,有,小区有儿童公园蕉门河跑道绿化公园公交站滴滴出行、近医院、商场,
时代香海彼岸 3室2厅 北,156,17104,南沙,3室2厅1卫,91.21㎡,平层,塔楼,中楼层(共29层),暂无数据,69.3㎡,北,钢混结构,其他,,有,,
星河荣誉 131方五房 南北对流 全新交标未入住 保养好,296,22565,南沙,5室2厅2卫,131.18㎡,平层,塔楼,中楼层(共17层),暂无数据,暂无,东南西北,钢混结构,精装,,有,广州市天元与小区一路之隔距离南沙游艇会800米、2公里范围内有广州地铁4号线南沙客运港站南沙邮轮母港南沙客运港南沙客运站南沙天后宫蒲州花园南北台网红村黄山鲁森林公园自然资源好闹中取静楼下有多线路公交车站共享单车,
南沙湾板块 星河管理 四房两卫双阳台 洋房一梯两户,335,25454,南沙,4室2厅2卫,131.61㎡,平层,板塔结合,中楼层(共8层),暂无数据,暂无,东南西北,钢混结构,其他,,有,小区旁有小型的生活小商场、和钱大妈、里面有游泳池和小孩运动场所·小区内有游泳池和健身所还有儿童娱乐场所。,
时代南湾南向看湖望海好户型、业主诚意放卖,310,21201,南沙,4室1厅2卫,146.22㎡,平层,板塔结合,中楼层(共31层),暂无数据,119.53㎡,南,钢混结构,精装,,有,,隔壁有虎门大桥、过东莞深圳方便、一公里内有游艇会、国际邮轮母港、邮轮码头等
南沙星河丹堤、小高层对流舒适四房,255,19457,南沙,4室2厅2卫,131.06㎡,平层,塔楼,中楼层(共8层),暂无数据,110.78㎡,南,钢混结构,其他,,,小区位处黄山鲁森林公园之中、环境好、小区内配有幼儿园、傍山而建、空气清新、天然大氧吧。娱乐配套更有3000㎡水岸休闲会所、包含私家游泳池、私家健身房、高尔夫球场等场所,地铁：项目就在地铁4号线延长线广隆站旁公交：南沙18路、南沙19路、南沙1路、南沙49路、南沙4路、番141短线、番141B短线在名幸站下、即到达黄山鲁森林公园西门口、沿山脚往上走即可到达项目。专有的南沙61路就在小区门口
香海彼岸 高楼层可以看海 户型好,182,20793,南沙,3室2厅1卫,87.53㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,南,钢混结构,其他,,有,好又多.金佳商场.小区底商有多家中小型商场娱乐场所洗脚城酒吧烧烤档啤酒屋儿童兴趣培训托管班等距离海边100米滨海绿道可以晨练跑步亲子活动搭帐篷烧烤等跑步去往天后宫,1.5公里内双地铁4号线塘坑站南横站、小区出门就是公交站、近环市大道.多条路线可选择。
近地铁、邮轮母港商圈、满五税费少,120,14810,南沙,2室1厅1卫,81.03㎡,平层,塔楼,高楼层(共18层),暂无数据,67.29㎡,南,钢混结构,其他,,有,小区旁钱大妈、美宜佳、鹿颈村市场、公交站、客运港地铁站、南沙客运港、邮轮母港、南沙天后宫旅游景点,小区旁边就是公交站、步行500米可到南沙客运港地铁站、距离南沙邮轮母港800米
精装全新中海物业高层西南向全景无遮挡3房2卫笋房,235,22927,南沙,3室2厅2卫,102.5㎡,平层,塔楼,高楼层(共22层),暂无数据,暂无,西南,钢混结构,精装,,有,公园、幼儿园、1-12年级、医院、步行街、市场、大型购物市场、广场、政府办事、食肆和公交车站均在300米范围内。,
业主急出 大两房一卫 满五保养好 南向大房间,125,12605,南沙,2室1厅1卫,99.17㎡,平层,板塔结合,低楼层(共28层),暂无数据,76.21㎡,北,钢混结构,精装,,有,,
阳光城悦然府 4室2厅 南,280,22274,南沙,4室2厅2卫,125.71㎡,平层,塔楼,高楼层(共33层),暂无数据,98.7㎡,南,钢混结构,精装,,有,,
金洲大型社区 滨海新城南向三房 高层视野好,151,16140,南沙,3室2厅2卫,93.56㎡,平层,塔楼,中楼层(共34层),暂无数据,暂无,南北,钢混结构,精装,,有,越秀·滨海新城位于金洲板块、整体规模大、总户数达7000户、是南沙居住区中宜居的生活大城。社区内配置幼儿园、生活配套完善、生活氛围好、1公里左右范围有个焦门河儿童公园。,
凤凰湖边小高层、刚需小三房、上车容易,145,17966,南沙,3室2厅1卫,80.71㎡,平层,板楼,中楼层(共17层),暂无数据,暂无,东北,钢混结构,简装,,有,小区物业服务素质高、小区内绿化好、环顾小区四周、有山有水、综合体悠方购物公园、酒楼饭店影院、生活方便,楼下随叫随到小马智行、共享单车随处可见、正门口就公交站、800米蕉门地铁口、出行方便
、是南北对流户型、通风采光良好、楼层理想视野开阔,170,14380,南沙,4室2厅2卫,118.22㎡,平层,塔楼,低楼层(共29层),暂无数据,91.59㎡,南,钢混结构,其他,,有,医院：距离小区1.4公里有榄核人民医院、距离小区1公里有榄核医院榄核村卫生服务站。商场：小区出去156米新玥城市广场、588米佳乐烟酒商行、986米天汇货（榄核店）,公交站点：民生桥北站途径线路：番102路;番103路;番130路;广番108路通往3号线番禺广场地铁站、市桥的公交线路
精装实用2房、高层采光通风好、安静舒适。,158,30298,南沙,2室2厅1卫,52.15㎡,平层,塔楼,高楼层(共17层),暂无数据,暂无,东南,钢混结构,精装,,有,各类生活设施一应俱全、有公园、幼儿园、1-12年级、医院、市场、商场、文化广场、政府办事、餐饮等等、而且街道管理整洁有序。环境休闲宜居、生活舒适便利。,交通便捷、距公交车站300米内、有多路公交车乘坐出行、距离地铁四号线东涌站约4公里、距离广深港高铁庆盛站约4.5公里、让您的出行畅通无忧。
城投首筑花园、低密度、高楼梯、通透户型,226,21465,南沙,3室2厅2卫,105.29㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,南北,钢混结构,精装,,有,,
越秀滨海新城 2室1厅 南,88,13770,南沙,2室1厅1卫,63.91㎡,平层,塔楼,低楼层(共34层),暂无数据,51.47㎡,南,钢混结构,精装,,有,,
南沙自贸区园林式背山面湖看海一线海景房,658,26643,南沙,5室2厅4卫,246.97㎡,平层,塔楼,高楼层(共29层),暂无数据,暂无,东南,钢混结构,精装,,有,,隔壁有虎门大桥、过东莞深圳方便、一公里内有游艇会、国际邮轮母港、邮轮码头等
南向 业主诚意卖 证过五年 看房约,169,11421,南沙,3室2厅2卫,147.98㎡,平层,板楼,中楼层(共5层),暂无数据,暂无,东南,钢混结构,精装,,有,地理位置好、黄山鲁森林公园、九王庙菜市场、生活嘲市、农庄、客运站、门口公交、南沙游艇会等设施,优山美墅位于南沙区南沙街道办事处辖内、江南路东侧、海景路南侧、门口有13.15.23号交通
楼栋好 楼层好 采光好 全新没入住  全新四房,300,24037,南沙,4室2厅2卫,124.81㎡,平层,塔楼,高楼层(共33层),暂无数据,98.55㎡,南北,钢混结构,其他,,有,2公里内有多个大形商场(南沙城、*达广场、星河COCOPark.Cocogarden)、5公里内有多所学S、大型医院、南沙图书馆,
越秀东坡全新未入住三房两卫次新房,170,18479,南沙,3室2厅2卫,92㎡,平层,塔楼,高楼层(共16层),暂无数据,75㎡,南北,钢混结构,其他,,有,小区楼下有生鲜、0.5公里渡口菜市场、1公里明珠菜市场、1.5公里华汇广场、3.5公里某达广场、沿街商铺吃的、喝的、用的都能满足日常随需!,
珠江湾三期带大平台 南北通透 诚心出,228,18628,南沙,3室1厅2卫,122.4㎡,平层,板塔结合,低楼层(共32层),暂无数据,暂无,南北,钢混结构,其他,,有,小区3公里范围有滨海公园、南沙天后宫、滨海栈道、南沙旧镇的配套,小区出门就是公交车站、双地铁覆盖、4号线塘坑站、南横站、距离明珠湾大桥1.5公里左右
中建弘阳德信湾璟壹号 3室2厅 东南 南,195,20313,南沙,3室2厅2卫,96㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东南南,钢混结构,其他,,,,
永旺旁、南北对流大三房、通风采光好,146.8,15339,南沙,3室2厅2卫,95.71㎡,平层,塔楼,低楼层(共27层),暂无数据,暂无,南北,钢混结构,其他,,有,永旺在旁1公里、800米南沙中医院马上建好了、楼下公里幼儿园、配套齐全、生活便利,
御苑 103方 中层 看花园 看海景 位置安静 jia格美丽,173,16787,南沙,3室2厅1卫,103.06㎡,平层,板楼,低楼层(共28层),暂无数据,暂无,南,钢混结构,精装,,有,,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁：2.8公里到南沙客运港站（4号线起点站）公交:南沙18南沙19南沙53
全新未入住 通风好采光好保养好 南向3房 户型方正,298,32133,南沙,3室2厅2卫,92.74㎡,平层,塔楼,低楼层(共20层),暂无数据,74.22㎡,南,钢混结构,精装,,有,灵山岛尖区域是配套建设高品质的岭南水乡居住社区本项目一线临江公园在旁湾实,.门口有公交车直通18号线地铁口2.自驾去到18号线地铁口3min左右3.电动车去到18号线10min左右
南沙保利三期大阳台、楼龄新、中楼层、采光好。,156,14933,南沙,3室2厅2卫,104.47㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,,
碧桂园玺悦 高层看海景三房 全屋定制 装修保养好,135,15812,南沙,3室1厅1卫,85.38㎡,平层,塔楼,高楼层(共33层),暂无数据,暂无,东北,钢混结构,精装,,有,,小区位于南沙进港大道主干道东段、距离狮子洋入海口700米距离、小区南面就是黄山鲁4A级森林公园、北面是狮子洋一线海景、小区楼下就有华润、钱大妈等、买菜方便、门口有多路公交车站。
南北对流精装三房两卫、独立门户、户型方正通风采光好,165,16837,南沙,3室2厅2卫,98㎡,平层,塔楼,中楼层(共23层),暂无数据,暂无,南北,钢混结构,精装,,有,,200米可达南沙儿童公园、2.5公里可达广场、星河COCOPARK、焦门公园、滨海绿道；
楼栋位置好、安静舒适 阳台望小区景观,245,16592,南沙,4室1厅2卫,147.67㎡,平层,塔楼,低楼层(共26层),暂无数据,暂无,东南南,钢混结构,简装,,有,大型商场距离小区800米、小区楼下也有小商场。医院;广州市人民南沙医院。公园;焦门公园、黄山鲁森林公园。,地铁：四号线飞沙角地铁站距离小区200米。公交：小区门口就有公交站、出行便利。
金洲地铁口盘、业主自住保养好、中楼层,110,16629,南沙,2室1厅1卫,66.15㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,北,钢混结构,其他,,有,小区门口有公交车站、1公里内有地铁、2公里内有某达广场、医疗,
中高楼层采光好  业主诚心卖  看房方便,138,14681,南沙,3室2厅2卫,94㎡,平层,塔楼,高楼层(共33层),暂无数据,暂无,北,钢混结构,其他,,有,越秀·滨海新城位于金洲板块、整体规模大、总户数达7000户、是南沙居住区中宜居的生活大城。社区内配置幼儿园、生活配套完善、生活氛围好、1公里左右范围有个焦门河儿童公园,楼下就有两个公交车站、多个共享单车停放地点、两公里内有蕉门地铁站、金州地铁站
广晟圣淘沙 2室1厅 北,99,13545,南沙,2室1厅1卫,73.09㎡,平层,塔楼,高楼层(共17层),暂无数据,暂无,北,钢混结构,精装,,有,,
南向景观大阳台、 采光通透大三房、 看房方便,135,12509,南沙,3室2厅2卫,107.93㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,,人车分流、人文地理位置好小区旁边就是市政公园、空气新鲜、适合老人小孩居住游玩
东南向一线蕉门河景 户型方正 大3房2卫,200,17288,南沙,3室2厅2卫,115.69㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,东南,钢混结构,精装,,有,环境舒适、地理位置优越、近有大型商场、中海环宇商城、公交、地铁出门即达、生活便利,
房子高层视野开阔、通风采光好、格局方正、交通便利,124.5,11369,南沙,3室2厅1卫,109.51㎡,平层,平房,中楼层(共18层),暂无数据,91.89㎡,北,钢混结构,精装,,有,小区内有碧桂园自己的双语幼儿园、北门100m便是肉菜市场、大门口200m就有大型购物休闲广场,
户型方正 楼层适中 配套齐全 看房方便 带车位,167,16926,南沙,3室2厅1卫,98.67㎡,平层,塔楼,中楼层(共27层),暂无数据,暂无,南北,钢混结构,其他,,有,楼下就是风来采蜜、钱大妈、美宜佳、快鸟驿站、饮食一条街、菜市场；蝴蝶洲公园、黄山鲁森林公园等,小区楼下有公交站、接驳四号地铁线、出行便利、15号规划站点蝴蝶洲站
滨海新城 三期 南向三房两卫 视野开阔 无遮挡 中楼层,220,23325,南沙,3室2厅2卫,94.32㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,南,钢混结构,精装,,有,小区门口有钱大妈、便利店、金洲农贸市场、星河COCOPark大型综合体、南沙儿童公园、南沙妇幼儿童医院、广州市人民医院等,
满五唯一税费少、3房1卫优质楼层稀蒛边卫,130,11944,南沙,3室2厅1卫,108.85㎡,平层,板塔结合,高楼层(共11层),暂无数据,暂无,北,钢混结构,简装,,有,,
时代南湾 临湖 业主诚意出 看房随时 保养靓,360,21653,南沙,4室2厅3卫,166.26㎡,平层,板塔结合,中楼层(共32层),暂无数据,暂无,东北,钢混结构,其他,,有,有旅游南沙天后宫黄山鲁森林公园南沙游艇会南沙邮轮母港步行200米海边滨河绿道,东门有小区公交站南门虎门高速入口、2公里南沙客运港站总站南沙客运港坐船、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁等
南向大三房 、楼层采光好、位置安静！,244,20422,南沙,3室2厅2卫,119.48㎡,平层,板楼,中楼层(共11层),暂无数据,102.08㎡,南,钢混结构,精装,,有,小区北门口有公交车站、1个站就可以到地鉄口、交通便利；在小区北门是凤凰湖公园、南门出去往右是环宇城、购物逛街很方便、小区就有幼儿园。,
带装修转出.中间位置.（越秀.滨海新城）,188,19996,南沙,3室2厅2卫,94.02㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东北,钢混结构,其他,,有,小区环境优美、有儿童游玩场地、泳池、跑道、老人健身器材、还有年轻人的体育公园、有篮球场足球场羽毛球场乒乓球桌等多种运动设施。,楼下就有两个公交车站、多个共享单车停放地点、两公里内有蕉门地铁站、金州地铁站
楼层高景观一望无际精致3房2卫电梯中海物业小洋房,226,25272,南沙,3室2厅2卫,89.43㎡,平层,塔楼,高楼层(共17层),暂无数据,暂无,西北,钢混结构,精装,,有,,
南向中层3房2卫红砖砌墙步梯小高层洋房,156,13703,南沙,3室2厅2卫,113.85㎡,平层,板楼,高楼层(共6层),暂无数据,暂无,西南,钢混结构,简装,,,,如果在本地工作、交通来说需求不用很大。但是这个位置的交通网络也很发达、高铁地铁、高速公路、城市道路网络发达、畅通无阻。这里是番禺和南沙的接镶处、到广州市区也是很方便。
小区配套有生活配套齐全采光好休闲小区,145,14213,南沙,3室2厅2卫,102.02㎡,平层,板楼,中楼层(共6层),暂无数据,92㎡,东北,钢混结构,简装,,,,在本地工作的交通方便、这里有高铁和地铁站、高速公路等道路网络方便、可以畅通无阻。上班居住出行方便。并且有多个公交车站方便。
越秀滨海新城 4室2厅 南 北,188,17091,南沙,4室2厅2卫,110㎡,平层,塔楼,高楼层(共33层),暂无数据,暂无,南北,钢混结构,精装,,有,,
时代南湾 一线南向湖景 看房方便,170,14287,南沙,3室2厅2卫,118.99㎡,平层,板塔结合,低楼层(共31层),暂无数据,暂无,东南,钢混结构,其他,,有,,
晴海岸 2室2厅 南,118,15613,南沙,2室2厅1卫,75.58㎡,平层,塔楼,中楼层(共26层),暂无数据,暂无,南,钢混结构,其他,,有,,
滨海隽城南向大两房、近地铁口、高层、通风采光好,220,24385,南沙,2室1厅1卫,90.22㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,有,2公里内生活商圈有南沙人民医院（三甲）、蕉门河公园、双语幼儿园、购物广场、金州新天地广场、风信子广场,金洲地铁口、人民医院公交车站、购物广场公交站有到南沙各个区域、金洲的下一个地铁站蕉门地铁口是南沙的公交的总站、有到白云机场、广州南站、深圳机场等各大交通枢纽
明珠湾  灵山岛 金茂湾 二期 精装 拎包入住,495,35391,南沙,4室2厅2卫,139.87㎡,平层,板塔结合,低楼层(共31层),暂无数据,112.99㎡,东南,钢混结构,其他,,有,,
时代云图小高层2房配套成熟生活便利,165,22914,南沙,2室1厅1卫,72.01㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,北,钢混结构,其他,,有,,小区楼下就有公交站、有多条路线可以通往多个地方、小区距离金洲地铁站也就300米
地铁口物业、产权清晰、东南向三房、视野开阔！,200,24091,南沙,3室2厅1卫,83.02㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南,钢混结构,其他,,有,,铁：四号线黄阁站就在小区门口公交路线：黄阁地铁站、南26路、南2路、南34路、南12路、南49路、南6路、番143路高速：开车大约3.5公里便可上高速、连接南沙大桥、去东莞、深圳、中山、都很方便
山海湾一期洋房 一梯两户 4房2卫近地铁,515,37616,南沙,4室1厅2卫,136.91㎡,平层,板塔结合,中楼层(共8层),暂无数据,暂无,东南西北,钢混结构,其他,,有,此房近地铁4号线南沙客运港站、小区门口有多条公交线路。配套齐全、南沙客运港、南沙客运站、南沙邮轮母港、南沙大酒店、南沙高尔夫球场、天后宫、蒲州花园等。,此房近地铁4号线南沙客运港、门口多条公交路线、上高速方便。畅达整个珠三角
南沙湾御苑 南北对流四房  中高楼层 靓景观,289,23615,南沙,4室2厅2卫,122.38㎡,平层,塔楼,中楼层(共25层),暂无数据,96.34㎡,南北,钢混结构,精装,,,,出行方便、出门就有公交站、线路多、班次多。离高速路口近、去东莞、深圳、中山、都很方便。两个公交站的距离到达邮轮母港、可前往香港、日本、新加坡等、不用去机场也能出国了地铁：2.8公里到南沙客运港站（4号线起点站）公交:南沙18南沙19南沙53
