标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
城假二期三房两厅一卫满五唯一自住保养新,480,50789,天河,3室2厅1卫,94.51㎡,平层,塔楼,高楼层(共18层),暂无数据,暂无,西北,钢混结构,精装,,有,小区2公里内有天河城、东圃街、医院、地铁。羽毛球场。小区楼下有美容院。小区底商有琴行、各种培训班、餐馆小吃、市、宠物店、美甲店、理发店、水果店、钱大妈、生活也十分便利。天银货购物者的天堂、东圃大马路步行街可以吃饭逛商场、看电影、吃喝玩乐。,小区二期出来就是东圃镇BRT、四号线车陂地铁站及在建的13号线二期明年年底开通、距离小区922米（数据来自腾讯地图）
天河北【店长主推】林和 中怡花园 高层视野好,560,79467,天河,2室1厅1卫,70.47㎡,平层,塔楼,中楼层(共30层),暂无数据,56.33㎡,西,钢混结构,精装,,有,中怡花园有中信广场、中天购物广场、广州ICC环贸天地、东方宝泰广场、体育中心、小区近有广州市天河区妇幼保健院、达三甲标准的中山大学附属第三医院、广州市十二人民医院等。,中怡：小区有地铁1号线、3号线、林和西站APM线、交通便利。广州东站有公交总站和地铁1号线、3号线、林和西站APM线、交通便利。小区交通线路：41短、43路、122路、175路、183路、185路、195路、209路、214路、256路、263路、283路、302路、501路、508快线。
南北对流 出租自住两不误 满五唯一,218,28371,天河,3室2厅1卫,76.84㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,,天平花苑小区生活便利、小区门口有菜市场、交通便利、近梅花园、同和等购物商场、生活环境便利。距离三九脑科医院1.3公里、距离武警医院1.6公里、距离京溪南方医院3公里。距离地铁天平架1公里。距离菜市场100米、距离金茂府广场500米。,天平花苑小区交通便利、出门有南华工商学院公交车站、近梅花园3号地铁、天平架6号地铁、燕塘3号地铁都比较近
名悦大厦 正南向 4 房 2 厅 安静舒适,1580,72828,天河,4室2厅4卫,216.95㎡,平层,塔楼,低楼层(共31层),暂无数据,暂无,南,钢混结构,精装,,有,花城汇广场、IGC广场、高德置地广场、K11购物广场、博物馆、图书馆、少年宫、歌剧院,
天诚广场 南向电梯三房 高层采光好 住家舒适,598,47741,天河,3室2厅2卫,125.26㎡,平层,塔楼,高楼层(共25层),暂无数据,105.4㎡,东南,钢混结构,简装,,有,商场金田广场华润天娱广场摩登曜一城市场国六宝肉菜市场龙口东肉菜市场医院中山三院侨怡医院天河妇幼保健院博爱医院银行中国银行广发银行中国工商银行农业银行建设银行招商银行,公交：78路、133路、135路、191路、218路、B11路、20路、B17路、B11路、560路、813路、130路、78A路、197路、41路、32路、夜53路地铁：3号线华师站、3号线岗顶站.
瑜翠园 3室2厅 南,410,47046,天河,3室2厅1卫,87.15㎡,平层,塔楼,低楼层(共18层),暂无数据,暂无,南,钢混结构,其他,,有,,
保利中宇 次新楼 户型靓  双地铁,620,73096,天河,2室2厅1卫,84.82㎡,平层,板塔结合,高楼层(共31层),暂无数据,暂无,北,钢混结构,其他,,有,,公交车：五山路口站(天河北路)、师大后门站、龙口东路站、途经线路包括130路、133路、135路、191路、230路、232路、306路、32路、41路短线、地铁：地铁3号线华师站.
此房高层视野开阔无遮挡、 客厅直出阳台通风,380,50033,天河,2室2厅1卫,75.95㎡,平层,板楼,高楼层(共11层),暂无数据,暂无,南,钢混结构,其他,,有,大观南路边上有优托邦中型旗舰店、以体育、茶楼食府购物儿童乐园集为一体满足吃喝玩乐、出地铁口便是奥林匹克体育馆、里面有篮球场、羽毛球、足球田径场、游泳池等适合喜欢运动朋友活动筋骨、最近还可经常可以听到各明星免费演唱会,：公交:41路、245路、508路、564路.548路、B4路等4+21号线：出门就是4号线黄村站、21号线黄村站天河一条快慢站地铁线从增城广场站至员村站广增快线自驾出行可以走环城高速、广园快速路、车陂路多条主干道、自驾可抵达珠江新城、2站到金融城车陂南
裕景花园 3室2厅 南,1680,90615,天河,3室2厅2卫,185.4㎡,平层,塔楼,低楼层(共31层),暂无数据,150.01㎡,南,钢混结构,精装,,有,,
店长推荐 金融城板块 近地铁 方正舒适优选两房,270,32224,天河,2室1厅1卫,83.79㎡,平层,塔楼,中楼层(共16层),暂无数据,暂无,北,钢混结构,其他,,有,小区出门就是一条美食街。好又多、卜蜂莲花、沃尔玛。医院：家家乐医院、红十字会医院、天河人民医院。邮局：东圃邮局、天朗明居邮局。银行：中国银行、招商银行、交通银行、农业银行等,距离21号线棠东地铁站300米、距离4号线、13号先车陂站1.2公里、有多条公交线路。
电梯中层安静舒适三房 全明户型,396,50331,天河,3室2厅1卫,78.68㎡,平层,板楼,中楼层(共18层),暂无数据,64.39㎡,北,钢混结构,其他,,有,小区楼下有华润市场、美宜佳、钱大妈等各种生鲜市场。有银行、校园、医院等衣食住行很方便。去华南农业大学1.1公里、去天河客运站1.8公里、去旁边长湴公园600米公交站B11、722A、722、20、581等多趟,出行方便、门口有公交车站、去地铁两站就可到五山地铁、距离天河客运站地铁最近1.6公里就可到、门口有公交车到达
南向 楼间距宽 采光好 通风好 户型方正,350,51320,天河,2室1厅1卫,68.2㎡,平层,塔楼,低楼层(共8层),暂无数据,暂无,南,钢混结构,其他,,有,下楼即到体育东菜市场和生活广场、生活氛围浓郁、天河城、天环广场、正佳广场、太古汇等都在步行范围,3号线石牌桥站/18号线c冼村站、多路公交通往广州各处、四通八达、出行便利
不想为了装修烦恼？选它 毫华装修 全屋定制,385,48422,天河,3室2厅1卫,79.51㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,南,钢混结构,精装,,有,十五年成熟生活配套双公交总站各大银行饭店菜市场便利店水果店花店进口美食店美容修身连锁店健身会所服装店,出小区门口200米就是公交站翰景路站距离小区400米就是华景新城公交总站有五路公交车坐三个公交站就可以去到地铁3号线华师站交通便利
电梯楼高层、采光好、视野开阔、景观好,480,65458,天河,2室1厅1卫,73.33㎡,平层,板塔结合,高楼层(共38层),暂无数据,59.27㎡,东北,钢混结构,简装,,有,,天河路、黄埔大道西、广州大道中路主干道、体育西路地铁口、天河城BRT、维多利广场、时代广场、广州大道中公交车站
此房证够五年、东南向、户型好、看房方便。,318,44998,天河,2室1厅1卫,70.67㎡,平层,塔楼,中楼层(共19层),暂无数据,暂无,东南,钢混结构,其他,,有,医院有天河区人民医院、小区50米就是东圃菜市场、楼下就是BRT公交站。,
龙岗东小区  户型方正  南向  交通方便,88,25944,天河,1室1厅1卫,33.92㎡,平层,板楼,中楼层(共6层),暂无数据,暂无,南,钢混结构,其他,,,距离年底即将开通的11/6号广佛环城线仅400米、距离已开通的6号线沙河顶站仅800米、步行800米可达东风公园、可散步晨练休闲娱乐的大型公园、骑行10mins可达东站东方宝泰购物商场、小区旁就有龙岗东菜市场。有南方白云区医院、配套成熟,驾车10mins可达广州东站、珠城、体育西、骑行仅需17mins；小区门口就有公交白云区医院站、836/882/51/136/140/B12/B6/504/175/808等多条公交路线三个站即可到达体育西、林和中、广州东。
绿佳花园、精装修 电梯大两房、格局方正、近地铁,255,31828,天河,2室2厅1卫,80.12㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南西,钢混结构,其他,,有,有钱大妈、有三甲武警医院、二甲燕岭医院、出行方便、近地铁口、生活便利、人气旺、好易购商场、多家餐馆、近海门鱼仔、适合刚需人群。,离燕塘地铁站步行500米、离公交站步行300米（武警医院公交站）车位充足、出行便利
方正4房 南北对流 安静不吵 高层无遮挡,1800,111566,天河,4室2厅2卫,161.34㎡,平层,塔楼,中楼层(共18层),暂无数据,129.19㎡,南,钢混结构,精装,,有,小区楼下就有星巴克、遇见小面、华润、Bai果园、茶馆、Xing级酒店、Xing级饭店、茅台旗舰店等一应俱全,位居珠金琶三大商圈的交汇处、天河公园地铁站为全亚洲Zui大地铁综合交汇站、拥有贯穿东西的13号线、链接六区几十条地铁的11号环线、纵横增城黄埔天河大动脉21号线等多条重要地铁枢纽。
珠江新城东 南向平层 看花园 安静不吵 看房方便,960,70860,天河,4室1厅2卫,135.48㎡,平层,板楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,有,商场：卸街国际家居饰品城、家乐福员村店医院：华侨医院饮食：渔米之乡酒家、绿茵翠庭美食、时香酒家、稻香酒家、领展广场、珠江公园,公交车：137路、140路、227路、23路、243路、245路、261路、278路、284路、292路、299路、43路、513路、517路、518路、53路、540路、541路、542路、545路、548路、550路、562路、882路、大学城4线地铁：地铁5号线潭村站
鸿运花园、装修好大2房、业主自住、看房方便、诚心出,430,44216,天河,2室1厅1卫,97.25㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,有,小区配套成熟：有70平方公顷大的天河公园、天河科技园、医院：天河区中医院、广州市医疗急救站、中山大学附属第六医院银行：中国邮政银行、工商银行、建设银行、光大银行、交通银行、中国银行、农业银行。：瑞吉思广场、永旺、家乐福、钱大妈麦当劳,1.公交：步行到小区门口有程介村公交站2.地铁：天河公园南门就有天河公园地铁站、距离500米目前开通的是21号线；正在建设中有11号线环线、13号线二期。3.自驾：小区停车位业主有保障、出小区一公里可以上华南快速。
户型方正实用、格局通透、视野开阔、采光充足,394,63324,天河,2室1厅1卫,62.22㎡,平层,板塔结合,中楼层(共32层),暂无数据,48.04㎡,西北,钢混结构,精装,,有,小区步行600米到东方宝泰购物广场、有永旺抄市、九毛九等大品牌商家。,小区步行600米到广州东站有地铁1号线和3号线、广州东公交总站、广州火车东站
中海康城 3室2厅 南,430,38185,天河,3室2厅2卫,112.61㎡,平层,板楼,中楼层(共6层),暂无数据,96.6㎡,南,钢混结构,简装,,,,
安静 望小区三房二卫 高层 看房方便,415,40024,天河,3室2厅2卫,103.69㎡,平层,板楼,中楼层(共11层),暂无数据,89.05㎡,北东北,钢混结构,其他,,有,法式风情购物街双游泳池、3000平米会所、优托邦、食肆、购物广场、菜市场、银行、海王星辰药国大药邮局等等。小区过了天桥就是奥林匹克体育馆、适合喜欢运动的朋友们,出门即是4号线/21号线黄村站离小区2号门仅100米、黄村公交总站离小区3号门100米、自驾出行可以走环城高速、广园快速路、车陂路多条主干道、自驾可抵达珠江新城、2站到金融城车陂南
南向双阳台、小区中间安静看花园、好楼层、原装电梯,380,47643,天河,2室2厅1卫,79.76㎡,平层,塔楼,高楼层(共9层),暂无数据,71.35㎡,南,钢混结构,其他,,有,公园：临江公园、天河公园银行：中国银行、邮政银行、交通银行、光大银行、中国工商银行医院：中山大学附属第六医院。天河中医院。南方医科大学附属第三医院商场：麦德龙、沃尔码、东方国际广场、家乐福、都市广场地铁：科韵路5号线,小区位于员村四横路、连接科韵路、可接驳琶洲大桥和中山大道黄埔大道等主干道。距离科韵路5号线地铁口500米左右、员村地铁站一公里、黄埔大道400米左右。小区门口就是四横路公交站、600米左右就是员村公交总站243路B-11路公交
跑马地花园三期 1室1厅 东,187,38789,天河,1室1厅1卫,48.21㎡,平层,塔楼,中楼层(共33层),暂无数据,38.29㎡,东,钢混结构,其他,,有,,
侨怡苑 三房电梯平层入户 望花园,618,65928,天河,3室2厅1卫,93.74㎡,平层,塔楼,中楼层(共7层),暂无数据,暂无,南北,钢混结构,简装,,,综合商场：国美电器、苏宁电器医院：天河区妇幼医院、侨怡苑医院邮局：中国邮政侨怡苑分局银行：中国银行、工商银行、建设银行、农业银行,交通便利、小区北门是天河北路公交站、40条公交线路。700米地铁站、林和西地铁站、900米石牌桥地铁站、交通十分方便
中间楼层、保养好、安静带储物间、,860,99262,天河,2室1厅1卫,86.64㎡,平层,板塔结合,中楼层(共32层),暂无数据,暂无,西北北,钢混结构,精装,,有,购物商店、肉菜市、酒店、咖啡馆、中式、西式、港式餐厅、会所、四大银行、医院、优托邦、健身/游泳/SPA会所。高德置地春夏秋冬广场、东西塔、广州塔、兴盛路风情街。距离华侨医院和广州市妇女儿童医疗中挺近的。,地铁5号线猎德站、小区北面有公交车站、出小区打车很方便、上至黄埔大道、下到临江大道、西为广州大道、东为华南快速、珠江新城主干道四通八达、畅通无阻、出行便利
采光通风好、户型方正适用、生活配套好、,265,27978,天河,3室2厅1卫,94.72㎡,平层,暂无数据,高楼层(共7层),暂无数据,85.58㎡,西南,钢混结构,简装,,,,兴华路口公交站136线B6808线201109297线140246236等线路经过、近地铁6号线天平架。出入方便。
汇峰位于中区、位置优越、商场地铁都在楼下,328,70478,天河,1室0厅1卫,46.54㎡,平层,塔楼,中楼层(共43层),暂无数据,暂无,西,钢混结构,简装,,有,购物：楼下就是兴盛路风情街、吃饭、休闲娱乐有很多选择。800米内有高德置地冬广场、K11购物广场、优托邦购物广场、IGC天汇广场等。休闲：761米到珠江公园、780米到花城广场、1公里到临江带状公园......,交通：距离5号线猎德地铁站D出口302米；开车出行也很方便、直达花城大道、猎德大道、临江大道、黄埔大道等城市主干线
封闭式花园小区、人车分流、大三房、诚心出,568,47377,天河,3室2厅2卫,119.89㎡,平层,塔楼,低楼层(共19层),暂无数据,102.66㎡,北,钢混结构,精装,,有,金田生活广场、摩登Bai货、曜一城、医院：石牌桥社区医疗服务中-心、侨怡医院、中山三院、广州博爱医院银行：中国银行、工商银行、建设银行,地铁：3号线华师站；11号线天河东站公交车站龙口东龙口xi途经路线：20路、78路、78A路、41路、43路B10路B11路B17路、135路、197路、218路、266路、306路、560路、602路、615路、813路、883路
华港三房采光充足舒适住家从未出租,483,55703,天河,3室1厅1卫,86.71㎡,平层,板塔结合,中楼层(共9层),暂无数据,72.27㎡,北,钢混结构,简装,,有,天河公园、钱大妈、星巴克、KFC、麦当劳、建设银行、招商银行、农业银行、兴业银行、水果店、田园街市肉菜市场、中国电信、中国联通、中国移动、爱康国宾、南医三院、天河区房管局、11、13、21号线天河公园地铁站、华景新城BRT、华南快速路出入口,华港花园位于中山大道旁、交通出行方便、中山大道华景新城BRT站、21号线天河公园站900米、小区门口有地铁11号线华景路站、预计年底就开通。
住家三房带书房 单边位看花园 诚意卖,1500,101407,天河,3室2厅2卫,147.92㎡,平层,塔楼,中楼层(共25层),暂无数据,125.88㎡,东南,钢混结构,精装,,有,小区出行方便享受珠江新城优良配套交通出行小区步行50米即可到潭村地铁站开车出小区即是马场路和花城大道小区配套有公立的南国小区业主的小孩优先小区南面是带状公园满足住户不同的消费需求,
誉城苑南区 北向3房 户型方正 旁边广粤尊府,520,62120,天河,3室1厅1卫,83.71㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,北,钢混结构,其他,,有,,交通方便有地铁5号线猎德站、潭村公交站、临江大道公交站、猎德大道公交站、花城大道公交站、马场路公交站
阳光假日园金融城四地铁精装修三房诚心出手！,368,47368,天河,2室2厅1卫,77.69㎡,平层,塔楼,中楼层(共18层),暂无数据,暂无,北,钢混结构,精装,,有,卜蜂莲花、沃尔玛、华润大家、天朗明居站、家家乐医院站、地铁4号线车陂站、21号线棠东站、5号线车陂南站、广元快速路、家家乐康复医院暨南大学附属医院、中国工商银行、中国建设银行、广州国际金融城、生鲜市场众多配套齐全,地铁：21号线棠东站、4号线车陂站、5号线车陂南站、13号线棠下在建花园站家家乐医院站天朗明居站车陂站广园快速路。408A路、496路、506路、547路、813路B21路B8路B16路B17路B1路B20路B22路B27路B2A路B2路等公交线
金地峯睿 次新房 南向三房 配套齐全 交通便利,575,59060,天河,3室2厅2卫,97.36㎡,平层,塔楼,低楼层(共22层),暂无数据,78.86㎡,南,钢混结构,精装,,有,,距离已开通的地铁4号线黄村站1660米；广氮花园总站离小区320米、途径路线有40路、408路、764路和夜43等。主干道：环城高速、广园快速、中山大道、黄埔大道等
嘉裕公馆安静望花园户型、优质三房、大阳台、难得放卖,2300,178323,天河,3室2厅2卫,128.98㎡,平层,塔楼,高楼层(共33层),暂无数据,106.97㎡,东南,钢混结构,其他,,有,购物：800米内有K11艺术购物广场、高德置地冬广场、IGC天汇广场等大型商场。交通：5号线猎德地铁站、18号线冼村站休闲：珠江公园、临江带状公园、花城广场,
天河北 3房2卫 花了50多个精装修 体育西路闹中取静,368,44983,天河,3室1厅2卫,81.81㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,北,钢混结构,精装,,,500米就到购书城、天河城、天河体育馆、正佳广场、三甲医院。,有体育西路3号线、目前在修建的10线都在家门口、出门口还有公交站
璟晖在四房 景观好 看房提前约,2698,138901,天河,4室2厅2卫,194.24㎡,平层,塔楼,中楼层(共32层),暂无数据,158.11㎡,东南,钢混结构,其他,,有,具有成熟的交通、购物、医疗配套齐全、交通出行便利、广州塔、兴盛路风情街、生活便利、小区三楼就是肉菜市场、有四大银行和三甲医院华侨医院和广州市妇女儿童医院,地铁:出小区东门往南行460米到地铁五号线猎德站C口、往北走500米左右有18/13号地铁冼村站。公交：出小区东门南行302米到兴盛路口公交车站。自驾出行、出小区就是主干道猎德大道
楼层采光好、业主诚心卖、看房方便,850,69146,天河,3室2厅2卫,122.93㎡,平层,塔楼,中楼层(共11层),暂无数据,暂无,北,钢混结构,其他,,有,配套齐全、商场、市场、医院都有、生活的便利、适合长远计划、自住,
橡树园 东南向大二房 阳光充足、居家物业,300,35677,天河,2室1厅1卫,84.09㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,东南,钢混结构,其他,,有,小区旁边有肉菜久菱新街市市场、工商银行、省妇幼保健院、武警医院、南方医院、银河大酒店、丽枫酒店等；,橡树园小区交通便利、出门有天虹宾馆公交车站、近3号线燕塘地铁站和6号线天平架地铁站或者梅花园地铁D出口。
中海璟晖华庭 4室2厅 南,2100,130654,天河,4室2厅2卫,160.73㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,,
棠德花苑 2室1厅 西,212,33323,天河,2室1厅1卫,63.62㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,西,钢混结构,精装,,有,,
电梯方正两房通风采光好拎包入住,230,31111,天河,2室2厅1卫,73.93㎡,平层,塔楼,低楼层(共9层),暂无数据,65.3㎡,南,钢混结构,简装,,有,小区大院门口、50米有公交车站、400米有沙河顶地铁站、100米有生活市场、50米校门口。,
珠江花城 中高层三期全新未住过 高档全屋定制,470,52691,天河,3室2厅2卫,89.2㎡,平层,板楼,中楼层(共32层),暂无数据,暂无,东南南,钢混结构,精装,,有,,规划19号线姬堂站坐落项目内、直达珠江新城、海珠、荔湾等重要区域。社区公交车总站接驳主干线广园快速路、直达珠江新城、天河北、琶洲等商务区；社区内建4500㎡大型私享公交总站、为版块内的社区旗舰型交通配套
精装高层傍山洋房 保利物业 买的省心放心,470,43893,天河,3室2厅2卫,107.08㎡,平层,塔楼,中楼层(共24层),暂无数据,暂无,东,钢混结构,精装,,有,商场：华润、苏宁电器、国美电器、龙洞又一城、流行前线服装城邮局：龙洞邮政银行：广发银行、农业银行、农商银行、工商银行、建设银行、邮政银行医院：龙洞医院、武警医院其他：华南植物园、龙眼洞森林公园、广州市树木公园、火炉山森林公园,交通28、39、84、84A、543、535、564路公交车地铁三号线(至天河客运站)地铁六号线（华南植物园设有站点）
过五年、不唯一、看房方便、业主诚心卖,235,27525,天河,2室2厅1卫,85.38㎡,平层,板楼,高楼层(共6层),暂无数据,71.8㎡,北,钢混结构,其他,,,法式风情购物街双游泳池、3000平米会所、优托邦、食肆、购物广场、菜市场、银行、海王星辰药国大药邮局等等。小区过了天桥就是奥林匹克体育馆、适合喜欢运动的朋友们,公交:41路、245路、508路、564路、548路、B4路等。地铁：出门就是4号线/21号线黄村站、2站到金融城车陂南。自驾：可以走环城高速、广园快速路、车陂路多条主干道
天河公园东门花园小区两居室房主置换,200,28166,天河,2室1厅1卫,71.01㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南北,钢混结构,其他,,,商场：好又多、员村菜市场、新景苑菜市场.医院：中山六院、华侨医院、天河中医院.银行：中国银行、中国工商银行、中国建设银行、中国农业银行.其他：天河区府、天河科技园.小区内部配套：科技园、天河公园,地铁5号线-科韵路21号线-天河公园站5号线-员村；公交：BRT学院站员村四横路口站程界村站员村站员村山顶站
珠江新城旁体育东小冼村双地铁位置好住家舒适,550,46504,天河,3室2厅1卫,118.27㎡,平层,塔楼,中楼层(共28层),暂无数据,暂无,东南,钢混结构,简装,,有,,公交：20路、39路、53路、42路、136路、811路、504路、266路。地铁：3号线石牌桥站。BRT石牌桥站
两房 交通方便 格局方正 通风采光好,180,28378,天河,3室1厅1卫,63.43㎡,平层,塔楼,高楼层(共7层),暂无数据,57.31㎡,南,混合结构,简装,,,300米内菜市场、地铁600米直达、方便快捷、便利、公园方便、菜市场、商场、医院、服装批发市场、配套完善。,地铁6号线沙河顶站、5号线动物园站、公交车线路:192路、199路、27路、547路、6路、78路、夜14路、112路
精装修、户型好、大客厅、采光很好、视野开阔、安静,135,24586,天河,2室1厅1卫,54.91㎡,平层,板楼,高楼层(共10层),暂无数据,暂无,西,钢混结构,精装,,,沃尔玛、华润*家、卜蜂莲花、礼加诚龙盛购物、惠*家电影院：哈艺、龙影医院：棠德社区医疗门诊部、家家乐医院、便利店、中国工商银行、中国邮政储蓄银行等。,
六运三房户型方正 采光好 体育东省一级  带天台50平台,565,60924,天河,3室1厅1卫,92.74㎡,平层,塔楼,高楼层(共8层),暂无数据,暂无,东南,钢混结构,精装,,有,公园：海心沙。商场：天河城、天河又一城、时尚天河、花城汇、天环广场、正佳广场、太古汇。市场：体育西菜市场。银行:建设银行、中国银行、工商银行、农业银行,地铁：3号线石牌桥站、18号线冼村站、APM线天河南站、APM线黄埔大道站、1号及3号线体育西路站、公交：BRT石牌桥站等多条公交线可到。
天誉花园 2室2厅 北,650,59102,天河,2室2厅2卫,109.98㎡,平层,板塔结合,中楼层(共31层),暂无数据,暂无,北,钢混结构,简装,,有,,
燕塘少有放盘、户型方正 面积实用,310,37668,天河,3室1厅1卫,82.3㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,西,钢混结构,简装,,有,小商场：欢喜、宏城商场、金燕商场、嘉福货仓商场、澳之星金燕商场、创基商场粤垦店大商场；永旺商场金茂广场广垦商场。医院配套：妇幼保健院、南方医院武警医院、广东燕岭医院,距离燕塘地铁站342米、三号线和六号线双地铁。公交线路燕塘企业站线路有28、46、64、534、39、54、89、503、B11、B12等有十几路公交可以直达市内各地。
南北对流、安静看公园、满五年唯一业主诚心卖,340,41749,天河,3室2厅1卫,81.44㎡,平层,塔楼,高楼层(共18层),暂无数据,68.97㎡,北,钢混结构,简装,,有,商场：好又多、沃尔玛、员村菜市场、新景苑菜市场.医院：中山六院、华侨医院、天河中医院.银行：中国银行、中国工商银行、中国建设银行、中国农业银行.其他：天河区府、天河科技园.小区内部配套：科技园、天河公园,交通方便、出小区门口50米就是天河公园。地铁有21号线（13号、11号在建）天河公园站。步行600米到程介村站：43、53、137、218、239、261、517、大学城专线4路。
大院管理     精装四房二厅  交通方便,368,39430,天河,4室2厅1卫,93.33㎡,平层,塔楼,低楼层(共8层),暂无数据,暂无,北西北,钢混结构,其他,,有,龙岗路菜市场、服装城、金马服装城、白云区医院、话剧团、歌舞团、广州画院、东风公园、十九路军陵园、广工大学、农业银行、中国银行,交通便利、步行到沙河和沙河顶6号11号地铁站、6号线、两个站转5号线区庄站、三个站转3号线燕塘站、可达体育西、珠江新城。沙河顶公交站多路公交通过抵达各地
加装电梯高层南北对流通风采光哈,375,48771,天河,2室1厅1卫,76.89㎡,平层,塔楼,高楼层(共8层),暂无数据,69.47㎡,南北,钢混结构,精装,,有,现相当便利城市级商圈配套天河城中环正佳都近在家门口咫尺之遥尽享太古汇奢华格调中轴线上上的明珠花城广场以及珠江公园,
南向  住家精装修  拎包入住。,570,50934,天河,3室2厅2卫,111.91㎡,平层,塔楼,高楼层(共28层),暂无数据,90.73㎡,南北,钢混结构,精装,,有,天河峰景门口有水果批发市场、商场银行及餐厅、有侨乐幼娃园、交通也方便让你的生活无忧,天河峰景离天平架地铁口100米左右、离燕塘地铁口350米天平架公交总站：112、109、110、51、51A、85、28、534等
天河北花园社区 优质三房 通风采光好住家安静,420,47054,天河,3室2厅1卫,89.26㎡,平层,塔楼,低楼层(共9层),暂无数据,82.23㎡,东,钢混结构,其他,,,金田广场天娱广场摩登曜一城市场：国六宝肉菜市场、龙口东肉菜市场、医院：中山三院、侨怡医院、天河妇幼保健院、博爱医院银行：中国银行、广发银行、中国工商银行、农业银行、建设银行、招商银行,本房距离华师地铁800米、距离在建11号线地铁口500米、预计2022年底建成、距离岗顶步行1.3公里。公交线路有78a7820113191等公交。
小预算精装修两房、拎包入住、给自己在广州安个家,155,35300,天河,2室1厅1卫,43.91㎡,平层,板楼,低楼层(共6层),暂无数据,暂无,南,混合结构,精装,,,商场：车陂肉菜市场、东圃天河城货、好又多、易初莲花、苏宁易购医院：家家乐医院、红十字会医院东圃天河城货、好又多、卜蜂莲花、苏宁易购医院：家家乐康复医院、暨南大学附属医院东圃院区。,出门500米处就是地铁4号线车陂站、21号线也是步行可以到达的距离、公交有车陂BRT、都很方便、住在这里可以去珠江新城上班、2刻钟左右车程时间、也可以在羊城创意园上班、都很方便的。
房满五年、诚心卖、东向高层、视野开阔,950,67969,天河,3室2厅2卫,139.77㎡,平层,塔楼,高楼层(共30层),暂无数据,暂无,东,钢混结构,简装,,有,,公交：距离本小区大概500米体育中芯东门站、天河北路站距离本小区大概300米地铁：3号线支线林和西站、3号线支线石牌桥站、3号线北延线广州东站、1号线体育中芯站
房满五年、业主诚心卖、看房方便、高层东向、视野开阔,1032,68012,天河,3室2厅2卫,151.74㎡,平层,塔楼,高楼层(共30层),暂无数据,暂无,东,钢混结构,精装,,有,,公交：距离本小区大概500米体育中芯东门站、天河北路站距离本小区大概300米地铁：3号线支线林和西站、3号线支线石牌桥站、3号线北延线广州东站、1号线体育中芯站
天河地铁口大盘、小高层环境好、楼层高视野好、诚心卖,410,38978,天河,3室2厅2卫,105.19㎡,平层,塔楼,高楼层(共16层),暂无数据,暂无,北,钢混结构,精装,,有,,
宝翠园三期精装大两房、保养好、税费少、位置安静,400,54055,天河,2室2厅1卫,74㎡,平层,塔楼,中楼层(共16层),暂无数据,60.31㎡,北,钢混结构,其他,,有,商场：华润、苏宁电器、国美电器、龙洞又一城、流行前线服装城邮局：龙洞邮政银行：广发银行、农业银行、农商银行、工商银行、建设银行、邮政银行医院：龙洞医院、武警医院其他：华南植物园、龙眼洞森林公园、广州市树木公园、火炉山森林公园、海悦城,
满五唯一、中高层电梯房、近地铁、配套齐全、产权清晰,225,36729,天河,2室1厅1卫,61.26㎡,平层,暂无数据,高楼层(共27层),暂无数据,47.08㎡,北,钢混结构,其他,,有,医疗家家乐康复医院暨南大学附属一医院小区里面就是和小中交通地铁：21号线棠东地铁站公交车站家家乐医院站市场东南综合市,21号线棠东站B口100米、3个公交站都在100米内、30分内到珠江新城、琶洲、金融城
天河北南北对流三房高使用率、下楼即地铁、空置方便看,556,58135,天河,3室2厅1卫,95.64㎡,平层,塔楼,中楼层(共19层),暂无数据,暂无,北,钢混结构,简装,,有,下楼即金田广场、医院：石牌桥社区医疗服务医院、中山三院银行：中国银行、工商银行、建设银行,11号环线地铁站就在门口/3号线岗顶站、公交总站始发站、多路公交四通八达
兰亭盛荟三期 2021年收楼、南向3+1房、精装修 可望江,965,75080,天河,4室2厅2卫,128.53㎡,平层,塔楼,中楼层(共44层),暂无数据,102.9㎡,东南,钢混结构,其他,,有,市政公园天合上园有篮球场、足球场、网球场、2公里内有山姆、宜家、东圃步行街,距离5号线东圃地铁站640米、自驾进入环城或者黄埔大道都挺方便的
芳草园高层南向3房、采光足、大型花园小区、安静不吵,750,68694,天河,3室2厅2卫,109.18㎡,平层,塔楼,高楼层(共30层),暂无数据,90.22㎡,南,钢混结构,其他,,有,金田、天娱广场、中山三院、侨怡苑医院、龙口东路菜市场、四大行齐全。,五山路口站、师大后门站、龙口东路站、地铁3号线华师站、规划11号线、出口就在小区门口、
