标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
上城湾畔B区、精装两房诚意出卖,104.8,15342,从化,2室2厅1卫,68.31㎡,平层,塔楼,中楼层(共10层),暂无数据,53.39㎡,北,钢混结构,其他,,有,旁边就是欣荣宏国际商贸城繁华商圈、电影院、肯德基、麦当劳、等诸多店铺、一公里内有河堤、300米内有中型菜市场、丽臻商务酒店、A+酒店公寓。10公里可达从化温泉旅游度假区。,距离地铁口800米、楼下公交站台、300米上高速。45公里到达市区内、交通便利、出行方式多样。
祈福缤纷汇高层三房、视野开阔望小蛮腰 近地铁保养好,250,26750,番禺,3室2厅2卫,93.46㎡,平层,塔楼,高楼层(共33层),暂无数据,暂无,北,钢混结构,精装,,有,大夫山国家森林公园祈福车站、鼎泰茶叶城、五羊茶叶城、祈福医院、缤纷世界、祈福你我他、祈福肉菜市场、钟福广场。小区有会所、游泳池、健身馆、电影院、网球场,祈福交通中.心：22号线市广路站上盖1、地铁接驳线：10B（祈福-汉溪长隆）2、公交车：番1、15、100、288、301、309、3123、外线楼巴：直达天河、客村、五羊新城、花园酒店、海珠广场、开发区、大学城等多条线路；4、直通巴士：深圳中山珠海香港澳门直达
蓝色康园 3室2厅 南 北,480,56385,海珠,3室2厅1卫,85.13㎡,平层,板楼,中楼层(共19层),暂无数据,69.77㎡,南北,钢混结构,简装,,有,,
星河湾一期 中层精装大两房 视野开阔 满五随时可签,268,30283,番禺,2室2厅1卫,88.5㎡,平层,塔楼,中楼层(共9层),暂无数据,77.3㎡,南,钢混结构,精装,,有,星河湾四季会所、星河湾网球场、星河湾各园区泳池、星河湾力美健健身房、星河湾酒店银行：中国银行、农业银行、工商银行、招商银行、建设银行(星河湾酒店旁、华润CHAO市)商铺：钱大妈、7-11便利店、BAI果园。,公交：303、310、51、129、302、17地铁三号线大石站等、完备的交通网络、生活便利！地铁3号线、华南快速干线、新光快速、社区开设从星河湾至宏城广场、白云宾馆的班车。小区内还有免费穿梭巴。
建丽花园 3室2厅 南,480,36980,天河,3室2厅2卫,129.8㎡,平层,塔楼,高楼层(共11层),暂无数据,113.84㎡,南,钢混结构,其他,,有,,
农讲所 低层 楼龄新 精装小两房,195,47689,越秀,2室1厅1卫,40.89㎡,平层,塔楼,低楼层(共25层),暂无数据,暂无,南,钢混结构,其他,,有,这套房子位于越秀老城区农讲所板块属于老东山生活配套很成熟北京路步行街中华广场越秀区中医院中山一院菜市场工商银行等等,入住这套房子通勤方便、距离一号线农讲所地铁站D出口300米、在建的地铁线13号线也很方便、还有更多公交站点
区政府板块、双地铁、配套齐全、中间楼层、房子保养好,325,32992,黄埔,3室2厅2卫,98.51㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,东南南,钢混结构,精装,,有,集购物、休闲、酒店、办公于一体、医院：中山三院岭南医院、广医三院妇女儿童医院黄埔分院、东升医院萝岗分院、锐丰广场、奥园广场、某达广场、某泰广场等。,小区位于开创大道南侧、开泰大道北侧、北二环高速西侧、可步行6号线萝岗地铁、香雪地铁和7号线萝岗地铁站、未来还有37号线高速地铁、小区西门出来可以直上京港澳高速。
白云高尔夫花园东区  望白云山视野开阔  证够五年,208,27133,白云,2室1厅1卫,76.66㎡,平层,塔楼,中楼层(共13层),暂无数据,暂无,东,钢混结构,精装,,有,白云汇购物广场、北京饭庄、钱大妈、bai果园麦当劳、星巴克、电影院、健身房·海王星辰姓药店、新市三甲医院、社区医院、南方医院白云分院、工商、建设银行、农行、医疗诊所、美容养生、理发店、服装等、白云文化公园、市场：高尔夫菜市场。,地铁2号线萧岗站、在建14号线马务站、公交小区出口50米、祥景花园站。886总站.126、127、244、265、268、291A、291B、36、563、803、810、832、841、夜22等多条公交接驳到广州各个区
凯旋新世界广粤尊府 3室2厅 西南,3800,221252,天河,3室2厅2卫,171.75㎡,平层,塔楼,低楼层(共16层),暂无数据,暂无,西南,钢混结构,精装,,有,,
达道路环境优美大院 四房带天台 可停车,880,69643,越秀,4室2厅2卫,126.36㎡,平层,板楼,高楼层(共6层),暂无数据,112.6㎡,东南,钢混结构,精装,,,,
市桥地铁1.4公里 华海大厦 电梯住宅 中层三房两厅两卫,155,13877,番禺,3室2厅2卫,111.7㎡,平层,塔楼,中楼层(共16层),暂无数据,87.38㎡,北,钢混结构,其他,,有,社区三公里购物：有奥园广场、大信信和、西区综合市场、易发街、新大新、西丽广场、友谊商店等医疗：南粤医院、番禺中医院、广州医科大学附属医院市桥医院、何贤纪念医院等公园：南郊公园、西园、星海公园、大夫山森林公园等,
少有中高层南向大三房 视野无遮挡,160,16540,黄埔,3室2厅2卫,96.74㎡,平层,塔楼,中楼层(共29层),暂无数据,78.2㎡,南,钢混结构,其他,,有,有甘竹山公园、华圣公园、布岭菜市场步行方便、门口有多条公交站线路以及有轨电车T1线、萝岗达广场、飞晟文汇、萝岗中医院、岭南三甲医院、农业银行、工商银行、一系列的配套一应俱全~底商配套有中小型便利店、钱大妈、美宜佳等、药店、火锅店等等,项目位于永和大道与永顺大道交汇处。近广惠高速、广园快速、沈海高速等高速公路、快速到达天河、火车东站、白云机场、公交车:永和开发区总站、贤江公交车总站。小区楼下有330、942公交车线路直达香雪6号线、途中经过21号线地铁。
保利罗兰独栋安静位置 楼层佳 南北对流户型采光通风好,355,36433,黄埔,3室1厅2卫,97.44㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,南,钢混结构,精装,,有,近學校、商场、医院：中山三院岭南三甲医院、广医三院妇女儿童医院黄埔分院、东升医院萝岗分院、近地铁6、7号线、至泰广场、星际云汇、锐丰广场、奥园广场、大壮、*达广场等,地铁：6号线萝岗、香雪站、7号线萝岗站、21号线苏元站公交站：大塱村站150米
厅出阳台大两房 高层无遮挡 景观视野好,435,51792,天河,2室1厅1卫,83.99㎡,平层,板塔结合,高楼层(共23层),暂无数据,暂无,北,钢混结构,简装,,有,菜市场：国六宝菜市场商场：金田广场七鲜；医院：芳草园社区医院、广州博爱医院、中山三院；银行：中国银行、建设银行、工商银行、邮政储蓄、光大银行、广发银行、农业银行、招商银行,
云山诗意 3房2卫带工人房 东南向看小区园林,425,34539,白云,3室2厅2卫,123.05㎡,平层,塔楼,低楼层(共18层),暂无数据,100.5㎡,东南,钢混结构,简装,,有,,距离地铁2号线黄边站300米、东门距离地铁3号线白云大道北站1000米、还有多路公交车743、38、798等途经小区大门直到市区各地、交通便利
新装修不久、业主精心打造、正规四房,420,30731,黄埔,4室2厅2卫,136.67㎡,平层,塔楼,低楼层(共28层),暂无数据,暂无,东北,钢混结构,其他,,有,公交车2个站到达~达广场、步行1公里到达高德汇优托邦、公交车1个站到达东方汇广场、金峰城；华润~家商店、钱大妈、水果园等等不用出小区就能生活无忧；中山大学岭南医院（三甲）、萝岗中医院、暹岗村社区医院以及黄陂村社区医院,楼盘出口就是地铁6号线金峰站、可直达燕塘、接驳3号线、2站直达苏元、接驳21号线、公交车科翔路口站有574、945、333、B4、B4A、534、349、946等等公交车；楼盘位于广汕公路、交通便利。
双地铁、南向两房、准电梯、精装修、通风采光好,180,30665,海珠,2室2厅1卫,58.7㎡,平层,板楼,中楼层(共8层),暂无数据,暂无,东南,钢混结构,其他,,,公园：晓港公园、海印公园市场：泰宁市场、细岗市场医院：广医二院、珠江医院幼儿园：晓港中马路幼儿园、海鸥幼儿园,地铁：2/8号线昌岗地铁站、8号线晓港地铁站公交：江南大道南公交站、广医二院公交站、每天多路公交车过站、出行便利
高楼层单边位、 采光通透、望花园中间位置、户型实用,580,34915,番禺,3室2厅3卫,166.12㎡,平层,塔楼,高楼层(共13层),暂无数据,136.39㎡,南,钢混结构,精装,,有,,华润家、嘉得乐便利店；医院：番禺中医院、番禺何贤医院；邮局：南郊邮政所、市桥城区邮政局、大南邮政所、西区邮政所、番禺东城邮政所、北城邮政所银行：中国银行、建设银行、农业银行、工商银行
江南西地铁500米  2000年楼龄  南向厅直出阳台采光好,185,31240,海珠,2室2厅1卫,59.22㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,简装,,,晓港公园、庄头公园、文化公园。配套商场:富力海珠城、奥特莱斯广场、乐峰广场、广新一城。配套菜市场:江南东市场、松园市场、沙园市场。配套医院:红十字会医院、海珠区中医医院、珠江医院,交通出行方便、地铁站、步行即可到达很方便、出行有多条公交线路。
此房中高楼层、楼层好、视野开阔、配套设施齐全,81,11084,增城,3室2厅1卫,73.08㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,北,钢混结构,其他,,有,购物：有东汇城、合汇城、大润发、增城广场、敏捷广场、休闲：6000亩挂绿湖公园交通：广州地铁21号线钟岗站。医疗：广州妇女儿童医院增城分院,
丽江花园丽影楼 2室1厅 西南,138,20837,番禺,2室1厅1卫,66.23㎡,平层,塔楼,低楼层(共9层),暂无数据,59.67㎡,西南,钢混结构,精装,,有,,
锦绣御景苑一二期 3室2厅 西,83,8923,增城,3室2厅1卫,93.02㎡,平层,塔楼,高楼层(共5层),暂无数据,暂无,西,钢混结构,精装,,,,
云顶高层三房、望小区、景观好、次新房,160,18090,增城,3室2厅2卫,88.45㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,北,钢混结构,其他,,有,,1.楼下有大型楼巴站、免费穿梭凤凰城内的苑区及到1环岛的交通枢纽点、有公交车可达新塘地铁站13号线及新塘镇内、还有楼巴直达广州市天河区体育中芯、石牌桥地铁站。2.离广园快速路3公里左右、离白江地铁站5公里左右
碧桂园云顶、三房两卫户型、望小区、近应元,160,17456,增城,3室2厅2卫,91.66㎡,平层,塔楼,低楼层(共32层),暂无数据,71.79㎡,北,钢混结构,其他,,有,,1.楼下有大型楼巴站、免费穿梭凤凰城内的苑区及到1环岛的交通枢纽点、有公交车可达新塘地铁站13号线及新塘镇内、还有楼巴直达广州市天河区体育中芯、石牌桥地铁站。2.离广园快速路3公里左右、离白江地铁站5公里左右
市二宫地铁、小户型三房、低总jia刚需上车,155,36454,海珠,3室1厅1卫,42.52㎡,平层,塔楼,低楼层(共6层),暂无数据,暂无,东南,混合结构,其他,,,市二宫板块、有电影院、体育馆、市二宫地铁站300米、同乐汇商场、力迅广场、富基广场、van国奥特莱斯等、吃喝玩乐一应俱全。,公交地铁便利、公交有江南大道北站、地铁有2号线A口、在家楼下、下一站到越秀海珠广场站、上一站到休闲娱乐区江南西站。到达各个区域都方便。
鸿益华府 南向精装三房 采光通风好 随时方便看房,598,60965,海珠,3室2厅1卫,98.09㎡,平层,板塔结合,高楼层(共26层),暂无数据,暂无,南,钢混结构,精装,,有,生活配套：金碧三市场、医院：石溪医院、珠江医院、中山二院南院、恒大社区健康医疗邮局：鸣翠邮局、南石头邮局银行林立：工行、兴业、招行、邮政等。餐饮：KFC、麦当劳、真功夫潮汕美食等。娱乐休闲金碧大世界等、明星会KTV等,哋铁广佛线10号线、步行180米左右到达金碧花园公交站台、线路：13、59、79、86、87、180、221、230、288、309、546、551等。
中层精致小两房、框架结构楼龄新,90,30222,海珠,2室1厅1卫,29.78㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,西南,钢混结构,其他,,,属于中型社区、环境优美、出入方便、配套成熟（群星幼儿园、便利店、鹭江球场、天博医院）、交通方便,房源距离8号线、鹭江地铁站（C口）步行800左右即可到达、小区门口有便民车、从逸景翠园到鹭江牌坊接驳地铁公交
东向望江  户型方正 适宜老人 采光充足,218,20774,番禺,3室2厅1卫,104.94㎡,平层,塔楼,中楼层(共55层),暂无数据,83.17㎡,东北,钢混结构,精装,,有,亚运城购物广场、金嘉生活市场、永德肉菜市场、亚运城体育馆、迎宾广场、升旗广场、亚运城国际街、广州医科大学附属第二医院（三甲医院）,小区门口有公交站、地铁4号线海傍站、三号线东延线（待开放）直达珠江新城、白云机场、上亚运大道往广澳高速出行便利
星瀚南区南向高层无遮挡新装4房,360,31062,番禺,4室2厅2卫,115.9㎡,平层,塔楼,高楼层(共33层),暂无数据,93.4㎡,东南,钢混结构,精装,,有,40米到地铁22号线1.2公里达到会江地铁站800米到南大干线距离天河城7公里广外附在社区,小区为次新房楼下有菜市场出小区100米是南大干线一站到广州南小区配备有健身房游泳池绿色跑道人车分流地铁40米
适合新婚夫妇或老人家居住 原装电梯,320,45462,荔湾,2室0厅1卫,70.39㎡,平层,塔楼,低楼层(共20层),暂无数据,暂无,西,钢混结构,精装,,有,流花湖公园、陈家祠地铁站、陈家祠广场、城光荟、扬韬广场、栢德莱地下广场等,步行150米到陈家祠地铁站、可乘坐1&8号线；步行100米到康王北路公交车站；步行300米到中山七路公交车站
珊瑚天峰二期 高层江景 欧式装修 诚心放卖,780,40630,番禺,4室2厅2卫,191.98㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,南北,钢混结构,精装,,有,,华南快速与地铁18号线沙溪站直线距离500米左右、20min内珠江新城及番禺商圈、交通便捷。
珠江花城一期高层南向3+1房、装修保养采光好,468,52256,天河,3室2厅2卫,89.56㎡,平层,塔楼,高楼层(共26层),暂无数据,70.75㎡,西南,钢混结构,其他,,有,项目生态规划优越、享受5+1公园体系：奥林匹克体育公园、影视文化休闲公园、大观、天河儿童公园、岐山公园+100000平方米珠江四季花园园林绿地,规划19号线姬堂站坐落项目内、直达珠江新城、海珠、荔湾等重要区域。社区公交车总站接驳主干线广园快速路、直达珠江新城、天河北、琶洲等商务区；社区内建4500㎡大型私享公交总站、为版块内的社区旗舰型交通配套
机场路 翠逸家园  电梯南向三房 精装修 住着安静,325,34089,白云,3室2厅1卫,95.34㎡,平层,塔楼,低楼层(共16层),暂无数据,暂无,南,钢混结构,精装,,有,小区离远景路街大概700米离的最近的商大概200米离菜市场300米有银行便利店韩国美食街100米就能到生活便利,小区离飞翔公园地铁站大概700米.有多条公交经过.如58.32.63.745.244.807.268.271等........出行方便
中间好楼层、视野开阔、采光通风好。,325,24003,番禺,4室2厅2卫,135.4㎡,平层,塔楼,中楼层(共57层),暂无数据,暂无,南北,钢混结构,精装,,有,小区楼下有二间幼儿园、小初三间、两公里还有三甲医院、楼下生活店面较多、一公里滨江公园、晚上休闲运动可以去操场跑步踢球,地铁：4号线海傍站、三号线东沿线（正在施工）公交：番162B路、番162路到技术官员村站；番148路到裕丰村站；番149路到亚运城站；番160路到媒体村站、路经：永旺梦乐城、市桥、莲花山。
天河公园 东成花苑 南北对流 精装修,470,51099,天河,2室1厅2卫,91.98㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,有,,小区门口就有公交车站、离地铁13-21-11号线300米左右。
汇友苑 东南向 安静宜居 满五年唯一,310,42063,天河,2室2厅1卫,73.7㎡,平层,塔楼,低楼层(共19层),暂无数据,暂无,东南东,钢混结构,其他,,有,医院有天河区人民医院、小区50米就是东圃菜市场、楼下就是BRT公交站,
近地铁精装保养好大四房靓楼层南北对流,110,8793,从化,4室2厅2卫,125.1㎡,平层,塔楼,中楼层(共6层),暂无数据,暂无,北,钢混结构,其他,,,新光德广场、内设生活市、影院、餐饮、KFC、网咖等。开发区菜市场、中国银行、建设银行、茘香公园、开发区工业园等。北回归线国家景点公园、太平镇步行街、四大银行、镇级医院、生活等。村庄、荔枝园,地铁14号线太平站离小区直线距离1.2公里、门口有公交车、开车更是方便、高速路口离小区1.2公里、小区门口有共享电动车和单车。交通便利
五年 商品房 高层视野好 大房大厅大厨房,218,23209,荔湾,2室1厅1卫,93.93㎡,平层,塔楼,高楼层(共21层),暂无数据,93.93㎡,东南,钢混结构,简装,,有,文化公园、儿童公园、上下九步行街、华林国际、和业广场、家乐福、广州中医院、伊丽莎白妇产科医院、各大银行基本在生活半径800米内轻松解决,
户型方正实用。精致装修、视野开宽、可拎包入住,192,18627,番禺,3室2厅2卫,103.08㎡,平层,塔楼,高楼层(共11层),暂无数据,暂无,北,钢混结构,简装,,有,商场：东方白云小店、新大佳商场医院：石基人民医院傍西分院、罗家卫生站、番禺中医院邮局：石岗邮政局银行：农村信用合作社、工商银行、民生银行、建设银行、公交站：东方白云花园公交站、小区内部配套：会所、泳池、网球场、。,番禺广场地铁站、走路到番禺广场1800米、也可以在楼下坐番16路公交车到市桥钻汇广场、坐番23、番23B到易发街、新大新购物、52路公交直通广州南站楼下有直达番禺广场地铁站的公交车。
中高层南北对流双阳台、近地铁、采光好视野宽阔,300,24651,黄埔,4室2厅2卫,121.7㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南北,钢混结构,精装,,有,,小区门口步行至地铁口约300至500米、还有配备专车楼巴直达市区、公交站等交通、出行便捷
有大型商城融创茂、地铁18号线、穗莞深城际轻轨等。,209,20993,花都,3室2厅2卫,99.56㎡,平层,塔楼,中楼层(共34层),暂无数据,暂无,南,钢混结构,精装,,有,本小区自带购物广场、电影院、主题乐园、内置有室内滑雪场、吃喝玩乐不需要担心、就在家门。医院：狮岭镇罗仙村卫生站、康和医疗门诊部、狮岭镇长岗村卫生站、团结村卫生站分站、东善诊所、花都林盛医疗门诊、花都区供销社庄稼医院。,穗莞深城际轻轨天贵路站、就在室内滑雪乐园旁、这一条城轨、将广州、东莞、深圳紧密相连、又与广佛环线接驳、拉近与佛山的距离。全省经济实力的四座城市。
执信南路 底层 实用全明大两房 厅出阳台  轻松变三房,275,49090,越秀,2室1厅1卫,56.02㎡,平层,板楼,低楼层(共11层),暂无数据,50.61㎡,西,钢混结构,简装,,,商场：东山广场、医院：中大附属肿瘤医院、中大广州达安临床检验邮局：区庄邮局、犀牛路邮政所银行：建设银行、工商银行、中国银行其他：东山湖公园,交通方便、四通八达、地铁距离东山口站200米、区庄、1000米。1号线到天河、5号、6号线13号线到珠江新城CBD金融城CBD
祈福D区低层南向两房 通风采光好 保养好,99,17369,番禺,2室2厅1卫,57㎡,平层,板楼,中楼层(共4层),暂无数据,暂无,南,混合结构,简装,,,综合商场：祈福缤纷汇、祈福食街、名都街、钟福广场、钟一农家市场。另：每个小区都有便利店、各种生活用品、蔬菜果肉。医院：祈福医院、【三甲】钟村医院等,公交车：地铁22号线市广路站、祈福新村总站、祈福新村站、祈福食街站、途经线路包括301路、1路[P]、288路、10路、312路。村巴车：地铁接驳巴士、小区楼巴、直达香港、澳门、深圳、中山等地的巴士。小区内部多条楼巴、免费乘坐
锦绣天伦 南向紧凑三房一卫 带-1车位 低楼层看花园,129.7,14391,增城,3室2厅1卫,90.13㎡,平层,塔楼,低楼层(共33层),暂无数据,74.77㎡,南,钢混结构,精装,,有,综合商场：凯达尔、奥园康威广场、腕达广场、永旺梦乐城、腕禾购物广场医院：南方医院新塘分院（三甲）、增城区医院（三甲）银行：中国建设银行、中国工商银行、中国农业银行、中国银行小区内部配套：幼儿园、图书馆、街、儿童游乐场、游泳池、会所,
金域蓝湾、精装修、户型方正实用、高层东北向望江,500,37879,白云,4室2厅2卫,132㎡,平层,塔楼,高楼层(共19层),暂无数据,暂无,东北,钢混结构,其他,,有,滨江公园308米、白云儿童公园226米、花城金沙汇广场541米、工商银行、农业银行、邮政银行、广州中医药大学金沙洲医院700米,地铁六号线沙贝站；公交车金沙洲大桥总站、线路包括424、429、830、885、55、259、276、283、290路
星河东悦湾 全屋定制装修三房二卫 业主急卖!!,230,26084,南沙,3室2厅2卫,88.18㎡,平层,塔楼,中楼层(共39层),暂无数据,69.9㎡,东北,钢混结构,精装,,有,刚需年轻一族对配套要求成熟、全新立马交楼入住、近区政府板块。,小区门口有公交车站、1个站左右可以到地铁四号线金洲地铁站、可到广州市区、南沙客运港方向
永泰东约、楼层好、采光通风好、配套齐全、交通便利,360,45278,越秀,3室1厅1卫,79.51㎡,平层,塔楼,中楼层(共8层),暂无数据,71.84㎡,东南,钢混结构,其他,,,商场：东山广场、医院：中大附属肿瘤医院、中大广州达安临床检验邮局：区庄邮局、犀牛路邮政所银行：建设银行、工商银行、中国银行其他：黄花岗公园,公交：2路、54路、56路、62路、185路、189路、204路、261路、283路、284路、293路、305路、517路、518路、542路、550路地铁：5号线区庄站、5号线动物园站
此房满五唯一、税费少、南北对流户型、视野开阔,568,31453,番禺,5室2厅3卫,180.59㎡,错层,塔楼,中楼层(共22层),暂无数据,155.21㎡,南北,钢混结构,精装,,有,东湖洲幼儿、育红幼儿园、番禺区外贸幼儿园、仲元、清河大型综合批发市场邮局大南邮政所市桥城区邮政所银行中国工商银行广州番禺大北支行中国农业银行广州市番禺支行德安支行,交通小区路口有地铁3号线傍江站、还有公交(番92路长线番3路番92路短线番126路番83路番93路番92路)新桥东(番92路番126路番92路短线番92路长线番3路番93路)番禺广场地铁站楼盘接驳吧！
近地铁 全明屋 户型实用 有电梯 安静小区环境好,220,30358,海珠,2室1厅1卫,72.47㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,西北,钢混结构,简装,,有,综合商场：海珠新都荟广场、华润、新光、国美电器等市场：晓港湾菜市场、侨诚菜市场等医院：中山二院南院三甲、紫荆医院等银行：中国银行、建设银行、农业银行等,地铁：2号线南洲站（广佛线换成站）、东晓南站高铁站：广州南站（5个地铁站）汽车：海珠客运站总站、晓港湾总站、273路总站、途经线路包括5路、35路、70路、80路、129路、263路等
满五唯一省税、户型方正、使用率高、东南向采光好,260,33749,海珠,3室2厅1卫,77.04㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,东南,钢混结构,简装,,有,客村菜市场、华润、苏宁电器、好又多、沃尔玛、丽影广场、珠影星光城。合生广场.,地铁：3号线客村站、8号线鹭江站公交：20多条公交线路通往广州各市区
东怡园 5室2厅 南,465,31257,番禺,5室2厅3卫,148.77㎡,平层,塔楼,低楼层(共17层),暂无数据,136.55㎡,南,钢混结构,其他,,有,,
中惠壁珑湾 三房南向 看蕉门河景 保养好,300,24868,南沙,3室2厅2卫,120.64㎡,平层,板塔结合,中楼层(共30层),暂无数据,90.96㎡,南,钢混结构,其他,,有,,
南、北对流格局高楼层南向阳台望山景通风采光好,668,45188,黄埔,4室2厅2卫,147.83㎡,平层,塔楼,高楼层(共18层),暂无数据,123.51㎡,南,钢混结构,精装,,有,公园悠闲有市民广场、创业公园、盈翠公园、环境美丽、悠闲舒适。医疗保障强、三家大型三甲医院、、三条地铁一条有轨电车、近高速出入口、交通便捷四通发达、生活便利、多娱乐广场综合体、公共配套一应俱全,目前已经建成运营的有一条地铁6号线、一条21号线、还有一条7号线延长线在建、黄埔有轨一号线。另有327a在小区楼下、每20分一班车、开往香雪地铁站、锐丰、开泰大道、、并且旁边就是地铁21号水西站、往南可以去天河公园、往北可以去增城
融创A区精装小户型 靓楼层东边,86,17225,花都,1室1厅1卫,49.93㎡,平层,塔楼,中楼层(共31层),暂无数据,暂无,东,钢混结构,简装,,有,本小区自带购物广场、电影院、主题乐园、内置有室内滑雪场、吃喝玩乐不需要担心、就在家门。医院：狮岭镇罗仙村卫生站、康和医疗门诊部、狮岭镇长岗村卫生站、团结村卫生站分站、东善诊所、花都林盛医疗门诊、花都区供销社庄稼医院,
三地铁交通便利 户型实用 高层视野开阔 通风采光好,129,37786,海珠,1室1厅1卫,34.14㎡,平层,塔楼,中楼层(共12层),暂无数据,25.94㎡,东南,钢混结构,简装,,有,配套：楼下中大布匹市场医院：省荣军医院、新海医院市场：康乐村菜市场、钱大妈华润银行：工商银行、建设银行、广州银行、农业银行金融机构,公交：中山大学站：途经有：250路、270路、188路、53路、14路、263路、226路等多条途经。地铁：8号线中大站、10户型中大南门站、11号线五凤站
碧桂园凤凰城凤锦苑 3室2厅 南 西,165,13525,增城,3室2厅2卫,122㎡,平层,塔楼,中楼层(共26层),暂无数据,暂无,南西,钢混结构,其他,,有,,
福今东 2室1厅 南,220,46346,越秀,2室1厅1卫,47.47㎡,平层,塔楼,高楼层(共5层),暂无数据,暂无,南,混合结构,精装,,,,
丰乐小区  电梯中高两房 户型方正 采光通风好,200,34014,黄埔,2室1厅1卫,58.8㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,北,钢混结构,精装,,有,小区旁边500米有黄埔公园、惠润广场等、轻松满足日常生活消费娱乐、三甲医院中山大学附属东院距离小区200米左右范围。,小区门口有公交站、步行到大沙东地铁口600米、小区门口丰乐北路可通行广园快速路、出行市区郊区都比较便利、5/7号线双地铁出行。
低层正规两房、西南北三面单边、南北通透。,132,24400,海珠,2室1厅1卫,54.1㎡,平层,板楼,低楼层(共6层),暂无数据,暂无,南北,混合结构,简装,,,3公里配套离地铁站150米左右一公里内有广医二院珠江医院骨科医院海珠区妇幼也不会太远距离晓港公园300米环境优美工商银行建设银行农业银行邮政储蓄银行一应俱全100米内有泰宁市场细岗市场生活配套成熟,
南湖半岛花园 精装修大2房 拎包入住,300,33120,白云,2室2厅1卫,90.58㎡,平层,塔楼,低楼层(共12层),暂无数据,75.94㎡,东,钢混结构,精装,,有,,小区门口也有公交车站、途径车辆有B6、232、296、502、504、B6快、560、862B等。自驾：门口可接驳华南快速干线同和站、交通便利！小区门口有士多店、宵夜店、快餐店、能满足基本生活需求
南向大三房、中楼层、采光好、诚心出,220,22372,黄埔,3室2厅2卫,98.34㎡,平层,板塔结合,中楼层(共23层),暂无数据,79.92㎡,南,钢混结构,精装,,有,,地铁14号线旺村站、何棠下站、在交通方面、14号线知识城支线、地铁14号线、地铁21号线(建设中)和广河高速、广从快速、快速(建设中)等城市主干道快速直达各地。
户型方正、　通透格局、采光充足、配套设施齐全,248,32632,荔湾,2室1厅1卫,76㎡,平层,塔楼,中楼层(共30层),暂无数据,62.43㎡,北,钢混结构,其他,,有,,小区步行400米到中山八交通枢纽5号/11号线双地铁、150米就到公交车站、260米就到荔湾湖公园或者青年公园。内环中山八出入口就在小区门口。
地铁200米  配套成熟 年轻人易上车,116,28763,番禺,1室0厅1卫,40.33㎡,平层,塔楼,中楼层(共17层),暂无数据,暂无,南,钢混结构,其他,,有,金港湾购物广场、中兴购物广场；水果店：银行：中国银行、广州农商银行、中国农业银行、中国工商银行；医院：何贤医院、番禺中医院；方便您的出门和生活,公交车：番禺汽车客运站、途径路线包括：番1路、29路、68路、93路、126路、303路、309路、310路等、地铁：3号线番禺广场站等
金茂府 广钢改善大五房三卫 南北对流 南向望江 望公园,1650,68931,荔湾,5室2厅3卫,239.37㎡,平层,塔楼,高楼层(共29层),暂无数据,暂无,东南南,钢混结构,精装,,有,小区旁有丰富足球场篮球场停车场公园小区交通便利整个小区空气较好视野开阔生活气氛浓厚让您尽情享受生活的乐趣,广佛线鹤洞站B出口走路大约500米即达小区门口公交：69路、181路、19路、217路、222路、275路、285路、410路、485路、565路、583路、70路、769路、787路、811路、91路
近地铁 大型小区实用两房 江南西商圈,219,38748,海珠,2室1厅1卫,56.52㎡,平层,塔楼,中楼层(共6层),暂无数据,暂无,东南北,钢混结构,精装,,,濒临晓港公园、穗花二巷1号有专业健身房、适合下班过后的身体锻炼。隔条马路就是富力海珠城和江南西路、广B新一城、购物吃饭十分方便。有金逸电影院和UME国际影城、是娱乐好去处。地铁2号线江南西站C出口步行300米,离江南西地铁C出口300米、可坐2号线到广州南北区域、坐一站到昌岗地铁站可转8号线。有多个公交站、包括南村站、江南西路站、华海大厦站等
振业天颂花园 3室2厅 东南,465,44328,荔湾,3室2厅2卫,104.9㎡,平层,塔楼,高楼层(共26层),暂无数据,暂无,东南,钢混结构,毛坯,,有,,
入省东风西 正南向电梯三房 另有10几平方不入证面积,398,42861,越秀,3室1厅1卫,92.86㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,南,钢混结构,简装,,有,,该物业出入交通方便、有地铁2号线越秀公园站和即将开通的地铁11号线流花湖公园站。多路公交车到门口。
