标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
东南向、全新实用装修、全屋铺地砖、地下车位充足,158,16836,黄埔,3室2厅1卫,93.85㎡,平层,塔楼,高楼层(共15层),暂无数据,72.68㎡,南,钢混结构,精装,,有,,离南岗地铁站1.5公里~、十三号线南岗地铁站~、在鱼珠转五号线到珠江新城~、出行十分的方便。有轨电车一号线离小区600米~、即将开通~、接驳萝岗~、开车走广园快速路也十分的方便。广园快速贯穿整个广州
金梦中间楼层 产权清晰 交易快,216,22659,黄埔,3室2厅2卫,95.33㎡,平层,板塔结合,中楼层(共28层),暂无数据,77.24㎡,东南,钢混结构,精装,,有,小区配套完善有临街商铺~、幼儿园~、公交站~、生活便利（楼巴车接驳天河市区）距离小区3.9公里有6号线香雪地铁站。小区2000米处有广州植树公园~、香雪公园~、您客户晚上或者周末可以带老人和小孩去玩,交通状况：六号线（香雪站）~、公交萝岗村口站。该小区门口公交有中海公寓站~、中海公寓站有:336路~、367路~、391路~、516路~、556A路~、941路~、夜52路~、有多路86巴士全程高速直达市区天河岗顶和石牌桥珠江新城等
全屋厅 卧室朝东南 安静舒适 阳光充足,85,10692,黄埔,2室1厅1卫,79.5㎡,平层,塔楼,低楼层(共32层),暂无数据,64.31㎡,东南,钢混结构,精装,,有,,
城市之光F区  南北对流横厅户型 二梯四户,499,50126,黄埔,3室2厅2卫,99.55㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,南,钢混结构,精装,,有,近地铁口370米距离~、地铁通勤便利生活配套成熟楼下既有沃尔玛市~、KFC~、楼下有药店、银行、五金店、服装店等街铺~、小区也有自己的配套~、可满足基本生活。三公里范围内有惠润广场~、佳市~、两个地铁站后是潮楼和大沙地东路步行街等,近500米是BRT乌冲站~、多条公交线路经过：B1、B17、B26、B27、B28等；步行370米到五号线：大沙东地铁站
万科金色梦想 3室1厅 东南,227,23713,黄埔,3室1厅2卫,95.73㎡,平层,板塔结合,高楼层(共28层),暂无数据,77.41㎡,东南,钢混结构,精装,,有,,
地铁近~、阳台景观好~、全新未入~、全屋品牌定制,218,17595,黄埔,4室2厅2卫,123.9㎡,平层,塔楼,中楼层(共32层),暂无数据,98.36㎡,东南,钢混结构,精装,,有,,
天韵好楼层110方无贷款 全新未住 随时看房,400,36364,黄埔,3室2厅2卫,110㎡,平层,板塔结合,中楼层(共32层),暂无数据,暂无,东南,框架结构,其他,,,私家山体公园~、游泳池。2生活配套楼下临街商铺~、各种餐饮~、麦当劳~、4公里到商场~、高德汇等。广州农商银行~、中国银行~、景点有植树公园~、小区门口生活市~、配置完善~、在苏元地铁站旁友中山大学附属第三医院:岭南医院,交通出行楼下2号线有轨电车路接驳地铁6号线香雪站~、广园快速、广惠高速、广深高速、环城高速、北二环高速等多条城际高速路到达广州各城区~、楼下有86巴士可以直达天河~、像岗顶~、华师~、石牌桥~、体育西~、珠江新城等等很多都有站点~、出行便利。
南向3房2卫 视野开阔 诚心卖 安静,170,17526,黄埔,3室2厅2卫,97㎡,平层,塔楼,高楼层(共33层),暂无数据,77.7㎡,东南,钢混结构,精装,,有,楼下就是自带的繁华~、满足了日常的生活需要~、而且这里买东西物美=廉~、偶尔还能看房阿姨自己种菜拿点出来卖~、很健康。环境也舒服~、小区可以搭帐篷相当于在家就是公园,
小区中间位置~、安静不吵~、三个房间都是南向~、可以看房,279,28525,黄埔,3室2厅2卫,97.81㎡,平层,塔楼,低楼层(共28层),暂无数据,80.46㎡,东南,钢混结构,其他,,有,1.2KM香雪地铁站~、锐丰广场、奥园广场、香雪广场、飞晟汇广场都在这里~、3KM王健林广场~、热闹得不行,
南向通风好~、视野开阔~、楼层适中~、保养好,155,16530,黄埔,3室2厅2卫,93.77㎡,平层,板楼,中楼层(共33层),暂无数据,74.08㎡,南北,钢混结构,精装,,,小区四周生活配套齐~、医院、便利店、市场、花店~、面包店~、餐厅、商场~、各式各样~、多选择；小区绿化环境好~、空气清新,
中鼎君和名城   东南向大三房  交通便利 户型方正实用,465,42747,黄埔,3室2厅2卫,108.78㎡,平层,塔楼,中楼层(共33层),暂无数据,87.81㎡,东南,钢混结构,精装,,有,,地铁5号线大沙东站公交车丰乐北站北边为广园快速西边中山大道黄埔大道到达珠江新城
东时区精装三房 满五年不唯一~、安静不吵~、小区楼龄新,360,38213,黄埔,3室2厅1卫,94.21㎡,平层,塔楼,高楼层(共23层),暂无数据,暂无,东北,钢混结构,其他,,有,有荔香菜市场~、星荟城~、黄埔公园~、电梯楼不临街~、蟹山中医院~、距离地铁5号线大沙地800米~、中山大学附属医院广州医科大学附属医院,小区楼下有公交车站~、步行300米可到达BRT珠江村站。沿线有B1B16B17B27B28等~、距离地铁5号线大沙地站800米左右
全屋定制装修 高层东南向小三房 适合居家,144.8,16219,黄埔,3室2厅1卫,89.28㎡,平层,塔楼,高楼层(共26层),暂无数据,暂无,南,钢混结构,精装,,有,小区楼下有药店、社区医院、便利店、生鲜C市~、美食街、佛伦斯广场~、九龙广场~、金诺科技园美食广场~、生活购物方便。,交通方便~、14号线地铁红卫站大约300米~、可接驳地地铁21号线~、3号线~、2号线畅达全城市~、公共交通出行便捷。自驾车约30min可达珠江新城、白云机场~、50min可达高铁站。
万科城市花园~、南向四房~、格局方正~、少有放盘,394,29534,黄埔,4室1厅2卫,133.41㎡,平层,塔楼,中楼层(共18层),暂无数据,111.55㎡,南,钢混结构,其他,,有,城市花园东门距离地铁5号线站150米地铁站边上就是大规模的沃尔玛小区东门自带购物街有乐家生鲜水果园粤厨茗点尚景宫韩式自助茶餐厅等大小店铺小区1公里范围内有2个公园黄埔区儿童公园荔枝公园门口有写字楼和银行近幸福里,小区正门有公交车总站路总站地铁：5号线站公交市场站B30~、B31~、B29~、B17等地铁五号线在小区东门~、过去200米~、地铁七号线在西面过去700米
龙湖无视野遮挡望凤凰湖 精装保养好,200,20520,黄埔,3室1厅2卫,97.47㎡,平层,板塔结合,高楼层(共26层),暂无数据,暂无,北,钢混结构,精装,,有,,地铁14号线旺村站~、何棠下站~、3站到达镇龙接驳21号线6站可到达员村。往南走广河高速接华南快速干线到天河~、往北走广从公路直达白云345路352路365路370路445路旺村A出口343路345路352路365路370路445路地铁旺村~、汤村~、何棠下~、知识城
信达大厦电梯大两房 楼龄新 看房方便 业主诚意出,225,28125,黄埔,2室1厅1卫,80㎡,平层,板塔结合,中楼层(共9层),暂无数据,暂无,南北,钢混结构,其他,,有,配套大沙地大沙综合批发市场惠润广场丰乐批发市场丰乐批发市场医院中山一院,公交车丰乐路站途经线路包括夜41路B28BRT站B1B26B17地铁地铁5号线大沙东站、13号线裕丰围
东南向两房少有放卖 采光好 格局方正,175,22628,黄埔,2室1厅1卫,77.34㎡,平层,塔楼,低楼层(共33层),暂无数据,59.98㎡,东南,钢混结构,精装,,有,楼下有中海菜市场~、有公交站多路接驳地铁楼下底商丰富衣食住行很方便,小区西门有公交站接驳地铁口~、出行方便~、旁边还有有轨电车在建~、小区车位充足
精装修电梯三房户型方正~、双地铁,252,34659,黄埔,3室2厅1卫,72.71㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,北,钢混结构,精装,,有,一公里内有黄埔图书馆、黄埔体育馆、广州市第三少年宫、黄埔荔枝公园、黄埔儿童公园。,
金色梦想刚需上车3房~、高层安静望花园~、保养好,178,20698,黄埔,3室1厅1卫,86㎡,平层,板塔结合,高楼层(共29层),暂无数据,暂无,东北,钢混结构,精装,,有,配套完善有临街商铺~、幼儿园~、公交站~、生活便利（楼巴车接驳天河市区）距离小区3.9公里有6号线香雪地铁站。小区2000米处有广州植树公园~、香雪公园~、您客户晚上或者周末可以带老人和小孩去玩,有多条公交线路~、城巴通往珠江新城越秀等城区和地铁站~、小区旁200米将建有轨电车2号线玉云路站
泰景花园  双地铁五号线七号线 电梯东向 保养不错,249,25979,黄埔,3室1厅1卫,95.85㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,东西,钢混结构,简装,,有,,地理位置优势氛围前有怡园后有八十六文体氛围广州市第三少年宫黄埔图书馆黄埔区儿童公园黄埔区体育馆生活氛围保泰广场小区风有美食街和便利店钱大妈地铁站双地铁交汇公交始发站
科城山庄锦泽园南向大三房两卫视野无遮挡楼栋安静,625,45290,黄埔,3室2厅2卫,138㎡,平层,塔楼,中楼层(共17层),暂无数据,暂无,南,钢混结构,精装,,有,赢翠公园、善坑顶公园、市民公园、创业公园等几大公园环抱~、小区配套敏捷广场,小区门口就有公交站牌~、多路公交车经过~、有534.573.508.395等~、并且旁边就是地铁21号水西站~、往南可以去天河公园~、往北可以去增城一个地铁站就到地铁21号线苏元地铁站转6号线~、可去天河客运站跟黄沙海鲜批发市场
三期三房两卫 全屋定制装修保养新~、中楼层视野开阔,360,36724,黄埔,3室2厅2卫,98.03㎡,平层,塔楼,中楼层(共33层),暂无数据,80.5㎡,北,钢混结构,精装,,有,近學校、商场~、医院：中山三院岭南医院、广医三院妇女儿童医院黄埔分院、东升医院萝岗分院~、近地铁6~、7号线~、锐丰广场~、奥园广场~、*达广场等,地铁：6号线萝岗、香雪站~、7号线萝岗站~、21号线苏元站公交站：大塱村站150米
富力新城 一期 南北对流 高层望山 空气好 户型方正,150,15157,黄埔,3室2厅2卫,98.97㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,南,钢混结构,精装,,有,,小区门即有公交车接驳地铁13号线夏园站~、还开通了去往珠江新城的楼巴。出小区门口即上广园快速。30MIN即达天河
东荟城A区 通透无遮挡~、双阳台户型方正~、随时看房,265,26311,黄埔,3室2厅2卫,100.72㎡,平层,塔楼,低楼层(共33层),暂无数据,83.14㎡,东南,钢混结构,其他,,有,1.2KM香雪地铁站~、锐丰广场、奥园广场、香雪广场、飞晟汇广场都在这里~、3KM王健林广场~、热闹得不行。,
星畔园3房正南朝向保养好视野开阔,332,38338,黄埔,3室2厅2卫,86.6㎡,平层,塔楼,低楼层(共33层),暂无数据,60.1㎡,东南,钢混结构,其他,,有,,
黄埔知识城龙湖三房东南向中高层,210,21541,黄埔,3室2厅2卫,97.49㎡,平层,板塔结合,中楼层(共26层),暂无数据,81.35㎡,东南南,钢混结构,精装,,有,综合商场：绿地缤纷（三层购物广场）、悠方购物广场、美宜佳钱大妈日常配套：银行、邮政、餐饮、洗衣服、美容美发、药店、书店、电器维修、肉菜市场、通信~、菜鸟驿站等,地铁14号线旺村站~、何棠下站~、3站到达镇龙接驳21号线6站可到达员村。往南走广河高速接华南快速干线到天河~、往北走广从公路直达白云345路352路365路370路445路旺村A出口343路345路352路365路370路445路地铁旺村~、汤村~、何棠下~、知识城
时代天韵三期~、业主诚心放卖~、次新房。阳台可望湖。,415,29857,黄埔,4室2厅2卫,139㎡,平层,塔楼,低楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,,A坳岗345路352a路365路370路445路B棠下村口343a路345路352路365路370路445路地铁旺村~、汤村~、何棠下~、知识城等站
东南向高层大三房 南北对流 寻找有缘人,228,23950,黄埔,3室2厅2卫,95.2㎡,平层,板塔结合,高楼层(共29层),暂无数据,77.53㎡,东南,钢混结构,精装,,有,,
中海誉城南苑 3室2厅 南 北,236,20995,黄埔,3室2厅2卫,112.41㎡,平层,暂无数据,高楼层(共33层),暂无数据,暂无,南北,钢混结构,简装,,有,,
万科幸福悦 2室1厅 北,128,19483,黄埔,2室1厅1卫,65.7㎡,平层,板楼,中楼层(共34层),暂无数据,52.4㎡,北,钢混结构,精装,,有,,
户型方正   安静   产权清晰   自住装修保养好,285,23589,黄埔,3室2厅2卫,120.82㎡,平层,塔楼,中楼层(共44层),暂无数据,暂无,南北,钢混结构,简装,,有,购物-有华润家（中海誉城店）~、北门有肉菜市场~、钱大妈肉菜~、生鲜店~、小区步行街~、平时购物有锐丰广场~、香雪奥园广场~、香雪未来城~、萝岗达广场~、公交站~、社区医院~、三甲医院萝岗中医院~、中山大学第三附属岭南医院。内部环境：小区内有山体公园..,距离地铁3公里小区有几路公交车包括391~、336~、338~、367~、516等可以直达6号香雪地铁站2有86巴士直达天河各个繁华地段及地铁口方便业主上班3此房源近小区西门坐公车到地铁站坐楼巴到天河都很方便买菜或接小孩都方便
自住装修标准高~、南向三房~、户型方正实用。,265,27194,黄埔,3室2厅2卫,97.45㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,东南,钢混结构,其他,,有,小区配套完善有步行街~、幼儿园~、游泳池~、健身设施。交通有公交总站（楼巴车接驳天河市区）及6号线香雪地铁站~、附件有两做市政公园~、晚饭后或者周末可以带老人和小孩去玩,公交：341路、335路、349路、323路、340路、579路云埔一路站；楼下规划有轨电车~、接6号线香雪地铁站~、南接13号线南岗站~、交通优越
近鱼珠 金融城 次新房 拎包入住 交通方便,408,45972,黄埔,3室2厅1卫,88.75㎡,平层,塔楼,低楼层(共29层),暂无数据,暂无,南北,钢混结构,精装,,有,山姆~、宜家~、居然之家大型商城林立交通便利~、距离地铁5号线/13号线鱼珠站仅约720米~、步仅10min~、从鱼珠站出发~、19min直达珠江新城。,800米到5号线大沙地站、1200米到鱼珠地铁站（13号线、5号线换乘站）；公交：茅岗BRT:B16、B24、B28、B30、B31；326、338、329、390、431、432、438、459、517、571、945等
科城山庄峻森园 南向四房595  全屋定制 业主诚心在卖,588,43134,黄埔,4室2厅2卫,136.32㎡,平层,塔楼,中楼层(共22层),暂无数据,111.49㎡,南,钢混结构,精装,,有,医疗保障强~、三家大型三甲医院~、~、三条地铁一条有轨电车~、近高速出入口~、交通便捷四通发达~、生活便利~、善坑顶公园、市民公园、创业公园等几大公园环抱~、小区配套敏捷广场~、公共配套一应俱全,步行600米地铁21号线水西站已开通~、7号线燕山站~、6号线苏元站~、香雪站~、东门有轨电车1号线~、300米高速萝岗入口~、另有济广~、沈海、绕城、惠莞深~、广园~、广汕高速~、公交：327~、366~、575等。
尚品华庭  电梯房  业主自住保养好,75,13301,黄埔,1室1厅1卫,56.39㎡,平层,塔楼,高楼层(共19层),暂无数据,暂无,南,钢混结构,其他,,有,大申岛生活、农贸市场银行农业银行工商银行建设银行中国银行邮政银行饮食同湘会湖南大碗菜潮汕牛肉店青年路胜记医疗开发区医院社区医院,交通方便~、公交车；B28~、B29~、575~、440~、453~、快28直达广州东站~、571B直达新塘总站。地铁线有13号线夏园站~、5号线东延线已开通~、楼下有公交车接驳到地铁口
双阳台地铁口三房  过五唯一  高区视野好  生活便利,480,35543,黄埔,3室2厅2卫,135.05㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,南北,钢混结构,精装,,有,200米可到金峰地铁口~、小区门口就是金峰城~、里面有电影院~、健身馆~、游泳池~、便利店~、水果店~、钱大妈~、美容店等~、一公里处就是东方汇广场~、有大型肉菜市场,
全屋定制~、保养好~、视野好~、望花园,186,19898,黄埔,3室2厅2卫,93.48㎡,平层,塔楼,高楼层(共17层),暂无数据,75.44㎡,南,钢混结构,精装,,有,综合商场：邻里商场（已动工）【日常配套】：银行、邮政、餐饮、洗衣服、美容美发、药店、书店、电器维修、肉菜市场、通信等。医院：中山大学附属肿瘤医院华南医院、广州泰和肿瘤医院等三家大医院均已开院公园：九龙湖,
小高层三房保养好~、南向精装 新盘,160,19468,黄埔,3室2厅2卫,82.19㎡,平层,暂无数据,低楼层(共19层),暂无数据,暂无,南,钢混结构,精装,,有,新加坡特色邻里商圈~、社区自带步行街市~、世纪华联、钱大妈等商已开业~、在社区就能解决衣食住行！绿地缤纷城~、合景悠方已开业~、星巴克、肯德基、华为旗舰店等,6站到天河地铁14号线~、地铁21号线全线开通~、幸福誉地铁14号线何棠下站轻松实现地铁六站到天河~、城际轨道大湾区~、新白广城际跨广州东北部4区与穗深城际铁路接轨在中新知识城范围内设有四个
招商雍景湾小高层~、南北对流~、一梯两户~、低密度宅,350,32880,黄埔,3室2厅2卫,106.45㎡,平层,塔楼,中楼层(共6层),暂无数据,暂无,南,钢混结构,精装,,,,A坳岗345路352a路365路370路445路B棠下村口343a路345路352路365路370路445路地铁旺村~、汤村~、地铁14号线何棠下D出口~、知识城
三房两卫~、视野开阔~、华师~、黄广附,408,46364,黄埔,3室2厅2卫,88㎡,平层,塔楼,中楼层(共30层),暂无数据,暂无,西,钢混结构,精装,,有,,小区交通便利~、楼下有公交站~、BRT在门口~、双地铁~、5号线~、7号线~、大沙东站~、地铁去到三溪金融城
万科东荟城 精装二房 中间楼层 视野无遮挡 居住体验好,210,27596,黄埔,2室2厅1卫,76.1㎡,平层,塔楼,中楼层(共33层),暂无数据,暂无,北,钢混结构,精装,,有,楼下有华润麦当劳钱大妈便利店美宜佳果叔农业银行。2奥园广场萝岗达广场植树公园香雪公园萝岗图书馆锐丰广场可以逛街看电影满足平时生活需求配套齐全。3两所三甲医院中山大学附属岭南医院萝岗中医院,地铁六号线(香雪站)、小区外有瑞和路北(开泰大道口)站:321路、367路、349路、358路、359路、388路、夜97路；荔红二路站:367路、339路、358路、337路、335路、578路、B24路、夜97路；瑞和路站:393路、337路、B24路、338路、359路等
海虹路 电梯大三房 可公积金贷款 南北对流,268,28759,黄埔,3室2厅1卫,93.19㎡,平层,塔楼,中楼层(共8层),暂无数据,暂无,南东北,钢混结构,其他,,有,位于长洲岛黄埔军校景区大门50米就是中山公园距离辛亥革命500米居住安逸军民综合市场长洲岛邮政农业银行广州农商银行距广东省工人医院800米出门三角亭公交站383路直达4号线大学城~、7号线地铁,出门三角亭公交站383.361路直达4号线大学城北~、3公里到达黄埔军校和长洲码头S10可直达黄埔区府鱼珠码头及13号线~、5号线鱼珠站~、7号线地铁开通了
101方 3房2厅2卫 中高楼层 南向 两梯6户 居住环境舒适,260,20000,黄埔,4室2厅2卫,130㎡,平层,塔楼,高楼层(共31层),暂无数据,暂无,东南南,钢混结构,精装,,有,广州市萝岗区十字会医院~、红十字会医院九楼村卫生站~、广州市增城区中新镇卫生院~、萝岗区红十字会医院-综合楼~、铭建中西药店等医疗配套~、其他配套有镇龙西市场~、美佳购物广场~、华联等,地铁21号线~、楼下有公交接驳地铁~、距离小区500米有公交站~、到天河客运站、香雪、朱村等等
凤语湾3房中高层~、2梯四户~、望花园~、安静,180,18349,黄埔,3室1厅2卫,98.1㎡,平层,板塔结合,高楼层(共33层),暂无数据,78.5㎡,东南,钢混结构,精装,,有,,A坳岗345路352a路365路370路445路B棠下村口343a路345路352路365路370路445路地铁旺村~、汤村~、何棠下~、知识城
美不胜收 大平层洋房视野开阔景观好 九成五实用率,308,15173,黄埔,4室1厅2卫,203㎡,平层,暂无数据,高楼层(共11层),暂无数据,暂无,南北,钢混结构,毛坯,,,富泰集市娱乐：龙山其它：金坑加油站餐厅、多功能厅、茶吧、酒吧、网吧、健身房、棋牌室、桌球室、乒乓球室、羽毛球场、游泳池、网球场、小型高尔夫场、幼儿园等生活、娱乐、体育设施等,
爱TA给TA一个温馨的家~、富颐华庭3房2卫南向高层,530,52336,黄埔,3室2厅2卫,101.27㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南西南东南,钢混结构,其他,,有,,门口有公交车接驳地铁~、方便。13号线二期开通后~、5-7分可以坐地铁接驳。另外~、开车方便~、走广园或者中山大道都便利到主城大路。
五矿壹云台 户型方正 全新未住 随时看,318,30877,黄埔,3室2厅2卫,102.99㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,南,钢混结构,精装,,有,配套设施完善~、居住环境舒服~、春晓楼下有港华燃气美宜佳苏宁小店钱大妈等出入交通也不错管理好,公共交通站：永顺大道（岭南林语）休闲：香雪公园~、演艺中心、小区配套设施轨道交通：21号线长平站~、有轨电车1号线2公里处有长平收费站
中高楼层~、视野开阔~、房子满5年~、采光充足,260,29549,黄埔,3室1厅1卫,87.99㎡,平层,塔楼,高楼层(共18层),暂无数据,73.64㎡,东北,钢混结构,其他,,有,金峰城~、华润、东方汇~、新长安地下菜市场~、维也纳酒店距离小区200米。小区距离金峰站800米。工商银行距离小区900米。科学城体育公园距离2000米,小区距离金峰站810米~、公交总站距离小区150米~、有573路快线、574路、945路、高峰快线65路~、开创大道（广汕路口）公交站距离小区80米、途径公交车：324路325路333路336路349路392路396路534路946路高峰快线64路~、科学城2号交通专线、夜81路
万科新里程 近地铁精致3房 保养好业主诚意出,249,27649,黄埔,3室2厅1卫,90.06㎡,平层,塔楼,高楼层(共25层),暂无数据,74.5㎡,东北,钢混结构,精装,,有,华润、东方汇广场~、新长安地下菜市场~、维也纳酒店距离小区200米。小区距离金峰站800米。工商银行距离小区900米。科学城体育公园距离2000米,小区距离金峰地铁站800米~、公交总站距离小区150米~、有573路快线、574路、945路、高峰快线65路~、开创大道（广汕路口）公交站距离小区80米、途径公交车：324路325路333路336路349路392路396路534路946路高峰快线64路~、科学城2号交通专线、夜81路
大壮名城  诚意出房 随时可看 随时可签,510,50000,黄埔,3室2厅2卫,102㎡,平层,塔楼,高楼层(共33层),暂无数据,暂无,东,钢混结构,精装,,有,华师幼儿园到初三~、距小区50米。购物美食广场~、距小区300米。地铁科丰路站~、距小区400米。小区配套生活商店。公园距小区1公里。,
自住保养好 户型方正 南向4房  安静舒适 带车位,680,47500,黄埔,4室2厅2卫,143.16㎡,平层,塔楼,低楼层(共17层),暂无数据,116.95㎡,南,钢混结构,精装,,有,3公里范围内有萝岗#达广场~、敏捷广场、奥园广场等商场~、配套了一条6号线~、21号线、以及7号线的延长线。公园有善坑顶公园~、盈翠公园~、创业公园、市民公园、市民广场、萝岗儿童公园等。,目前已经建成运营的有一条地铁6号线、一条21号线~、还有一条7号线延长线在建~、黄埔有轨一号线。另有327a在小区楼下~、每20分一班车~、开往香雪地铁站、锐丰、开泰大道~、~、并且旁边就是地铁21号水西站~、往南可以去天河公园~、往北可以去增城
招商小三房~、望平岗河公园~、景观优美~、全新未入住,170,18934,黄埔,3室2厅1卫,89.79㎡,平层,塔楼,高楼层(共24层),暂无数据,暂无,东北,钢混结构,其他,,有,,A坳岗345路352a路365路370路445路B棠下村口343a路345路352路365路370路445路地铁14号线旺村汤村何棠下A出口知识城
东荟城A区东南向100方3房2卫,275,27347,黄埔,3室1厅2卫,100.56㎡,平层,塔楼,高楼层(共33层),暂无数据,84.35㎡,东南南,钢混结构,精装,,有,购物：绿地广场、大壮国际广场~、飞晟文汇、高德汇~、锐丰及奥园广场；医疗：三甲医院中山大学附属第三医院岭南医院~、萝岗中医院~、黄陂医院；生活：小区楼下门口有华润便利钱大妈农业银行。,地铁六号线(香雪站)、小区外有瑞和路北(开泰大道口)站:321路、367路、349路、358路、359路、388路、夜97路；荔红二路站:367路、339路、358路、337路、335路、578路、B24路、夜97路；瑞和路站:393路、337路、B24路、338路、359路
龙湖三房南北对流通透  中高楼层,233,23847,黄埔,3室2厅2卫,97.71㎡,平层,板塔结合,中楼层(共23层),暂无数据,暂无,南北,钢混结构,简装,,有,绿地缤纷（三层购物广场）美宜佳钱大妈日常配套：银行、邮政、餐饮、洗衣服、美容美发、药店、书店、电器维修、肉菜市场、通信等。,地铁14号线旺村站~、何棠下站~、3站到达镇龙接驳21号线6站可到达员村。往南走广河高速接华南快速干线到天河~、往北走广从公路直达白云345路352路365路370路445路旺村A出口343路345路352路365路370路445路地铁旺村~、汤村~、何棠下~、知识城
房子保养很好~、高层视野好~、房间自带飘窗,550,40106,黄埔,3室2厅2卫,137.14㎡,平层,塔楼,中楼层(共32层),暂无数据,暂无,南,钢混结构,精装,,有,：200米可到金峰地铁口~、小区门口就是金峰城~、里面有电影院~、健身馆~、游泳池~、便利店~、水果店~、钱大妈~、胡桃里等~、往北一公里处就是东方汇广场~、负一楼就是菜市场,
南向看小区园林~、保养好~、户型方正~、南北对流户型。,530,40573,黄埔,3室2厅2卫,130.63㎡,平层,塔楼,高楼层(共32层),暂无数据,暂无,南北,钢混结构,精装,,有,200米可到金峰地铁口~、小区门口就是金峰城~、里面有电影院~、健身馆~、游泳池~、便利店~、水果店~、钱大妈等~、往北一公里处就是东方汇广场~、负一楼就是菜市场。,
春树里B区南向三房两卫~、中间楼层安静舒适.安静楼栋,218,23434,黄埔,3室2厅2卫,93.03㎡,平层,塔楼,高楼层(共26层),暂无数据,75.32㎡,南,钢混结构,精装,,有,萝岗市场、飞晟文汇广场、大壮国际广场、奥园广场、锐丰邮局:中国邮政银行:中国工商自助银行~、中国农业银行医院:萝岗医院、中山大学岭南医院(三甲)其他:广州市创新公园(原植树公园)、香雪公园、儿童公园、体育公园,地铁:6号线香雪站公交:4个公交站:萝格路口站(335路~、365路~、569路~、573路~、575路~、946路~、夜49路);(365路~、397路~、516路~、566A路~、571A路);广州植物公园总站(336路);生活研究所站(336路)
港湾路  中间楼层 格局方正的一房一厅,93,21449,黄埔,1室1厅1卫,43.36㎡,平层,板楼,中楼层(共6层),暂无数据,39.18㎡,南北,钢混结构,精装,,,有东苑公园~、黄埔公园；300米广州医科大学附属第5医院~、中山大学附属第1医院；潮楼名店城~、大沙地步行街；四大银行都有在商圈内；大沙地地铁站；黄埔图书馆~、黄埔体育馆~、港湾市场就在旁边~、黄埔顶岗批发市场也就在旁边,地铁距离五号线地铁大沙地站150米小区门口出来100米就有大沙地站公交车站距离BRT站300米
保利越秀林语 南向三房两卫 视野宽阔  采光通风好,315,30883,黄埔,3室2厅2卫,102㎡,平层,塔楼,高楼层(共33层),暂无数据,84.3㎡,东南,钢混结构,精装,,有,小区1~、2楼为架空层~、有老人健身器材~、孩子游玩的地方~、即便下雨~、也不用担心没地方可去2.小区门口有商铺~、买东西方便3.社区服务办公点就在小区门口~、方便办事~、节省时间4.长岭居就在家门口~、孩子无需过马路~、安全性强,保利越秀·岭南林语由保利地产和越秀地产联袂开发的项目。楼盘作为长岭居大盘~、保利越秀·岭南林语三面环山~、坐拥21号线长平站和1号线有轨电车香雪站双地铁~、地铁直达天河中心区
万科幸福誉 高层单位 望花园 景观好,198,20367,黄埔,3室2厅2卫,97.22㎡,平层,塔楼,中楼层(共34层),暂无数据,77.76㎡,西南,钢混结构,其他,,有,,
鱼珠天虹花园~、高层采光通风好~、交通便利~、配套齐全,150,19823,黄埔,2室1厅1卫,75.67㎡,平层,塔楼,高楼层(共9层),暂无数据,65.25㎡,南,钢混结构,其他,,,BRT经过门口中山大道~、真正的广州生活圈。漫广场、乐都会、山姆会员店、宜家等天河完善的配套~、享受生活轻而易举~、地处天河中山大道南区域~、辐射各大银行~、多家三甲医院。,交通便利~、近地铁~、地铁5号线和13号线鱼珠站1公里左右~、中山大道、黄埔大道、广园东快速干线、华南快速干线等六条主干道形成三纵三横；BRT十余条公交线路途经此处~、交通较为便利~、公交~、地铁等多种出行
万科幸福誉 视野开阔 望湖 保养好 有车位,129,18040,黄埔,2室1厅1卫,71.51㎡,平层,塔楼,中楼层(共34层),暂无数据,57.36㎡,北,钢混结构,精装,,有,,
省电力一局 南向两房  户型方正实用,82,15186,黄埔,2室1厅1卫,54㎡,平层,塔楼,高楼层(共6层),暂无数据,暂无,南,钢混结构,其他,,,生活配套有新鲜肉菜市场大型购物商场领好广场南岗新城大地电影院瑞幸咖啡大型批发市场医疗配套开发区医院南岗分院省电力一局医院银行工商农业中国建设银行等。,小区门口塘头公交车站~、多路公交出行方便~、距离13号线地铁站南岗站约1.2公里
